"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","enrichment_factor"
"GO:0051253","GO:0051253","negative regulation of RNA metabolic process","152/1975","429/12275",1.80110690408041e-23,8.37514710397391e-22,4.0823051221517e-22,"E(spl)mbeta-HLH/E(spl)m3-HLH/Psc/cbt/Su(var)205/Blimp-1/E(spl)m7-HLH/Jra/Dp1/arm/LamC/CG12236/Eip75B/CG45071/cic/dl/lncRNA:roX2/ich/mbf1/lncRNA:roX1/esg/cwo/e(y)3/ovo/EcR/Sirt1/scny/AGO1/ADD1/chn/stc/CG32767/sd/shn/ph-p/FRG1/E(spl)mdelta-HLH/Ubx/E(spl)m8-HLH/fs(1)h/simj/dpn/fl(2)d/zld/E(spl)mgamma-HLH/klu/gpp/CG8677/bin3/Hrb98DE/upSET/gro/salr/Sox15/Gug/ttk/jim/Su(var)2-HP2/CG2199/Su(z)2/CoRest/HP1c/CG3847/Pcl/Hsf/ph-d/Tlk/CG8036/Sxl/Zif/E2f1/l(3)neo38/Bin1/foxo/Lam/Mi-2/Hmt4-20/Usp47/Chi/h/MTA1-like/Chrac-16/elav/Mnt/Prp3/Hers/Tgi/Cp190/XNP/dlg1/MESR4/Fmr1/Samuel/Iswi/Bap111/CG6843/Acf/HP1b/CG1965/swm/Sin3A/bi/BI-1/mle/tth/Hnf4/FBXO11/scrib/wde/zfh2/su(Hw)/pan/aop/peb/Maf1/corto/spt4/AGO2/Max/CREG/CG1620/bowl/asf1/JIL-1/d4/Khc/Caf1-55/e(y)2/r2d2/HDAC1/Dif/CG9932/Sap130/Sfmbt/rhea/Ssb-c31a/ct/mip40/CG12071/vig2/kis/Six4/tgo/usp/Mekk1/su(sable)/H/Med/Antp/brk/SREBP/cyc",152,2.20211855654894
"GO:0033500","GO:0033500","carbohydrate homeostasis","17/1975","48/12275",0.000857196358297709,0.00267326856716536,0.00130303358605464,"trbl/Pi3K92E/Hex-A/Rab1/InR/hep/PyK/foxo/Desat1/Hnf4/AdipoR/Uba1/NLaz/Tpi/CkIalpha/Eno/Gapdh2",17,2.20121308016878
"GO:1905952","GO:1905952","regulation of lipid localization","17/1975","48/12275",0.000857196358297709,0.00267326856716536,0.00130303358605464,"ImpL2/upd2/Lsd-2/trbl/Pi3K92E/InR/foxo/dco/Akt1/LpR2/CaMKII/Indy/SERCA/bmm/zetaCOP/wdb/mdy",17,2.20121308016878
"GO:0071310","GO:0071310","cellular response to organic substance","115/1975","325/12275",6.128735782521e-18,1.66690049632151e-16,8.12498735815842e-17,"Hsp68/Hsp70Bc/Hsp70Ab/FASN1/ImpL2/cbt/Roc1a/Sec13/Blimp-1/Sesn/Thor/Jra/Myc/Cnx99A/Lpin/cv-2/Eip75B/Pdk1/spin/Rheb/sgg/lwr/dally/HDAC4/S6k/EcR/Sirt1/trbl/Xbp1/PEK/Oatp74D/sty/Snoo/Pi3K92E/Crtc/shn/Ptp61F/grh/InR/Hsc70-5/lqf/gro/Dd/raptor/PyK/Src64B/pzg/G9a/pyr/Pa1/foxo/Shmt/sax/kek5/srl/Fmr1/Iswi/sgl/GlyS/BI-1/wrd/sip3/slpr/Hnf4/tw/Akt1/DOR/E(bx)/Nup358/babo/SkpA/aop/Ras85D/Pka-C1/mav/CG14977/STUB1/magu/CG8974/rk/tkv/btl/AdipoR/bsk/p38b/ttv/CG14184/poly/Uggt/Pp2A-29B/Drat/Fkbp39/Der-1/Galphas/rdx/rau/Akap200/grnd/trol/bnl/CG7069/ACC/Pka-R2/spict/tgo/usp/wdb/rictor/Dad/Ire1/Med/Cul1/brk/csw/Duox",115,2.19922103213242
"GO:0045934","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","156/1975","441/12275",5.49781251477815e-24,2.6864734712043e-22,1.30947006373396e-22,"E(spl)mbeta-HLH/E(spl)m3-HLH/Psc/cbt/Su(var)205/Blimp-1/E(spl)m7-HLH/Jra/Dp1/arm/LamC/CG12236/Eip75B/CG45071/cic/dl/lncRNA:roX2/ich/mbf1/lncRNA:roX1/esg/cwo/e(y)3/ovo/EcR/Sirt1/scny/AGO1/ADD1/chn/stc/CG32767/sd/tsu/shn/ph-p/FRG1/E(spl)mdelta-HLH/Ubx/E(spl)m8-HLH/fs(1)h/simj/dpn/fl(2)d/zld/E(spl)mgamma-HLH/klu/gpp/CG8677/bin3/Hrb98DE/upSET/gro/salr/Sox15/Gug/ttk/jim/Su(var)2-HP2/CG2199/Su(z)2/CoRest/HP1c/CG3847/Pcl/Hsf/ph-d/Tlk/CG8036/Sxl/Zif/E2f1/l(3)neo38/Bin1/foxo/Lam/Mi-2/Hmt4-20/Usp47/Chi/h/MTA1-like/Chrac-16/elav/Mnt/Prp3/Hers/Tgi/Cp190/XNP/dlg1/MESR4/Fmr1/Samuel/Iswi/Bap111/CG6843/Acf/HP1b/CG1965/swm/Sin3A/bi/BI-1/mle/tth/Hnf4/Acn/FBXO11/scrib/wde/zfh2/su(Hw)/pan/aop/mago/peb/Maf1/corto/spt4/AGO2/Max/CREG/CG1620/bowl/asf1/JIL-1/d4/Khc/Caf1-55/e(y)2/r2d2/HDAC1/RnpS1/Dif/CG9932/Sap130/Sfmbt/rhea/Ssb-c31a/ct/mip40/CG12071/vig2/kis/Six4/tgo/usp/Mekk1/su(sable)/H/Med/Antp/brk/SREBP/cyc",156,2.19857056746749
"GO:0060341","GO:0060341","regulation of cellular localization","53/1975","150/12275",5.89480922513332e-09,4.92601014378532e-08,2.40108934112982e-08,"ReepB/Cnx99A/Syx1A/sgg/east/sdt/dally/sky/Arl1/SH3PX1/brat/tsu/Rop/cnc/Tnpo/Parp/stau/Rab11/norpA/rho/wts/enc/Lam/Mi-2/par-1/Exn/Crag/CG9915/swm/Abl/Nup358/aPKC/mago/peb/Pka-C1/Nipped-B/AP-1mu/Rab2/mnb/NFAT/Khc/rdx/SERCA/Akap200/CG30423/tral/Herc4/crb/didum/Sec16/Slh/Dys/Frq2",53,2.19603375527426
"GO:0032269","GO:0032269","negative regulation of cellular protein metabolic process","71/1975","201/12275",1.60041938324246e-11,1.95508859402034e-10,9.52970506970866e-11,"puc/Spn55B/Thor/Mkp3/Srp9/Spn42Da/sgg/Paip2/Spn100A/raw/AGO1/Spn88Ea/Timp/sty/brat/Ssrp/FRG1/Ptp61F/kek1/chinmo/bin3/Mnn1/cer/aos/eIF4EHP/mRpL13/CoRest/Kdm2/twin/Rcd-1/Sxl/Rga/Usp47/elav/Rala/Fmr1/sktl/ash1/dco/Tis11/Cbl/CG43366/PR-Set7/faf/msi/SkpA/peb/ash2/me31B/CSN5/CSN4/cpb/Pop2/Diap1/bsk/SCCRO4/ctrip/alph/HDAC1/CG8312/Hrs/PGRP-LF/endos/hyd/crb/wdb/Dad/shi/pcs/svr/Spn77Ba",71,2.19541532842119
"GO:0009896","GO:0009896","positive regulation of catabolic process","42/1975","119/12275",2.26939309866684e-07,1.46041524630725e-06,7.1185145364667e-07,"rpr/hid/Pomp/Roc1a/Sesn/sgg/S6k/trbl/PEK/Ufd1-like/hep/Fbl6/wts/vih/foxo/wds/pic/Upf1/Usp2/dco/Tis11/GlyS/Nedd4/SkpA/Pka-C1/PI31/gus/Rpb7/CSN5/Toll-7/Debcl/CycC/sina/bsk/ctrip/CG31855/AP-2alpha/CkIalpha/Oda/CG33144/shi/Cul1",42,2.19359642591214
"GO:0010959","GO:0010959","regulation of metal ion transport","12/1975","34/12275",0.00498035670930471,0.0129490117826128,0.00631174789776295,"Sec61alpha/Cnx99A/Usp2/Nedd4/olf186-F/crok/Fkbp59/Stim/Ent2/SERCA/CG4928/NKAIN",12,2.19359642591214
"GO:0048332","GO:0048332","mesoderm morphogenesis","12/1975","34/12275",0.00498035670930471,0.0129490117826128,0.00631174789776295,"Ubx/fog/miple1/pyr/mthl1/sgl/pan/miple2/Ras85D/wol/mam/sli",12,2.19359642591214
"GO:0060537","GO:0060537","muscle tissue development","12/1975","34/12275",0.00498035670930471,0.0129490117826128,0.00631174789776295,"ens/Abd-B/EcR/sd/Fit1/kuz/kirre/LanB1/hbs/Nedd4/Khc/Mef2",12,2.19359642591214
"GO:0007362","GO:0007362","terminal region determination","6/1975","17/12275",0.0432140572432525,0.0827265119736368,0.0403234545465451,"cic/fs(1)h/tsl/Ras85D/bowl/csw",6,2.19359642591214
"GO:0016082","GO:0016082","synaptic vesicle priming","6/1975","17/12275",0.0432140572432525,0.0827265119736368,0.0403234545465451,"Rop/unc-13/alphaSnap/Snap29/Snap24/Tomosyn",6,2.19359642591214
"GO:0035196","GO:0035196","production of miRNAs involved in gene silencing by miRNA","6/1975","17/12275",0.0432140572432525,0.0827265119736368,0.0403234545465451,"AGO1/Cbp20/Ars2/Mettl3/Dg/mRpL44",6,2.19359642591214
"GO:0042074","GO:0042074","cell migration involved in gastrulation","6/1975","17/12275",0.0432140572432525,0.0827265119736368,0.0403234545465451,"fog/pyr/mthl1/sgl/wol/sli",6,2.19359642591214
"GO:0071236","GO:0071236","cellular response to antibiotic","6/1975","17/12275",0.0432140572432525,0.0827265119736368,0.0403234545465451,"Pde8/slpr/Pka-C1/Drat/Akap200/Pka-R2",6,2.19359642591214
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","6/1975","17/12275",0.0432140572432525,0.0827265119736368,0.0403234545465451,"BuGZ/Chro/Bub3/CycA/CG15237/Bub1",6,2.19359642591214
"GO:1903531","GO:1903531","negative regulation of secretion by cell","6/1975","17/12275",0.0432140572432525,0.0827265119736368,0.0403234545465451,"sky/InR/Akt1/CaMKII/NFAT/Snap29",6,2.19359642591214
"GO:1905819","GO:1905819","negative regulation of chromosome separation","6/1975","17/12275",0.0432140572432525,0.0827265119736368,0.0403234545465451,"BuGZ/Chro/Bub3/CycA/CG15237/Bub1",6,2.19359642591214
"GO:0002920","GO:0002920","regulation of humoral immune response","25/1975","71/12275",6.42728706203434e-05,0.000261352166429408,0.000127391110204378,"Jra/dl/Rel/spz/Pvr/lwr/scny/Pitslre/Myd88/Parp/cact/Gprk2/puf/Tab2/Usp2/Pli/Aos1/vvl/Pvf2/Dredd/Dif/Ntf-2/PGRP-LC/Herc4/Dark",25,2.18844713852737
"GO:0048870","GO:0048870","cell motility","133/1975","378/12275",2.45414126057518e-20,7.52690346195557e-19,3.66884499761239e-19,"puc/RhoL/bun/kay/Mdr49/scb/spri/cindr/CalpB/Tre1/spin/Pvf1/Pvr/wun2/lwr/Pvf3/esg/dally/Abd-B/ena/Arl1/EcR/NetB/Dl/Gli/PlexA/Pi3K92E/PlexB/slbo/trx/Csk/kuz/Rho1/Rab1/sqh/fz/spoon/nej/bbg/Rab11/mbt/sn/hep/ttk/mew/LanB1/RN-tre/fog/wts/salm/pyr/trn/par-1/jar/Src42A/XNP/Mrtf/caps/Rala/mthl1/Fmr1/chb/mod(mdg4)/SCAR/sgl/Abl/Cbl/Sin3A/Vang/Bug22/Akt1/faf/LanB2/aop/Ostgamma/Ras85D/peb/wol/shg/Catsup/alphaTub84D/Pvf2/gus/Rac1/CSN5/rk/tkv/Hmgcr/HSPC300/btl/cpb/kibra/Diap1/bsk/Pi3K68D/ttv/kug/Rab7/Fhos/Crk/Pu/Hrs/p130CAS/rhea/ple/bnl/Rap2l/Sema1a/Arpc5/ex/Egfr/kis/Ptpmeg2/flr/baz/tgo/usp/egh/Tie/Dad/AdamTS-A/shi/CG44774/18w/csw/Cdc42/Pak/unc-5/Hem/numb/sli/mbc/fzr",133,2.1868260665729
"GO:0050832","GO:0050832","defense response to fungus","19/1975","54/12275",0.000477307142911059,0.00157145761938887,0.000765976932611912,"Rel/spz/Myd88/Lmpt/cact/Pcl/Hsf/JhI-21/pic/Pli/Rab6/shg/p38b/Dif/inv/loco/spen/CG12004/Mcr",19,2.1868260665729
"GO:0045862","GO:0045862","positive regulation of proteolysis","26/1975","74/12275",4.82057864586456e-05,0.000200255450086852,9.76106854577458e-05,"rpr/hid/Pomp/Roc1a/sgg/trbl/CG14806/REG/Ufd1-like/Fbl6/hbs/wds/Usp2/dco/SkpA/Pka-C1/PI31/STUB1/sina/Dredd/CG31855/CkIalpha/CG33144/Dark/Jafrac2/Cul1",26,2.18371536093055
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","62/1975","177/12275",4.57812307209233e-10,4.38495973981468e-09,2.13736467957449e-09,"GEFmeso/spri/CG5522/CG43658/Rheb/RapGAP1/CG42674/Spec2/Rab18/RhoGAP71E/sty/RhoGEF64C/PlexA/PlexB/Rho1/Rab1/RhoGDI/Rgl/Rab11/RhoGAP19D/cv-c/RhoGAPp190/CG18659/Rok/Cka/Exn/Rala/Crag/Rab14/trio/Ras85D/Rab6/CG15611/Rab4/Rac1/Mob4/Rab2/CG6607/strat/Hmgcr/Fnta/Rab7/Uba1/alph/aru/siz/CG4789/Rab35/Rap2l/Pp1-87B/C3G/pns/Sur-8/dos/CG42684/Cdc42/Efa6/Cdep/CG5521/CG34408/Pak/mbc",62,2.17707215905028
"GO:0042593","GO:0042593","glucose homeostasis","14/1975","40/12275",0.00272840070128673,0.00754743992384592,0.00367885510281114,"trbl/Pi3K92E/Hex-A/InR/PyK/foxo/Desat1/Hnf4/AdipoR/Uba1/Tpi/CkIalpha/Eno/Gapdh2",14,2.1753164556962
"GO:0000912","GO:0000912","assembly of actomyosin apparatus involved in cytokinesis","7/1975","20/12275",0.0311098495125981,0.0632508435435969,0.0308304128122029,"sau/Rho1/cv-c/Lam/bond/shi/dia",7,2.1753164556962
"GO:0007007","GO:0007007","inner mitochondrial membrane organization","7/1975","20/12275",0.0311098495125981,0.0632508435435969,0.0308304128122029,"CG34132/QIL1/CG3776/Chchd3/CG5903/CG31229/CG6512",7,2.1753164556962
"GO:0007019","GO:0007019","microtubule depolymerization","7/1975","20/12275",0.0311098495125981,0.0632508435435969,0.0308304128122029,"futsch/alpha-Spec/mlt/Klp10A/beta-Spec/shot/Patronin",7,2.1753164556962
"GO:0009744","GO:0009744","response to sucrose","7/1975","20/12275",0.0311098495125981,0.0632508435435969,0.0308304128122029,"FASN1/PyK/for/GlyS/Desat1/Ac78C/ACC",7,2.1753164556962
"GO:0030308","GO:0030308","negative regulation of cell growth","7/1975","20/12275",0.0311098495125981,0.0632508435435969,0.0308304128122029,"Sesn/cic/bif/foxo/Mnt/btl/Sema1a",7,2.1753164556962
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","7/1975","20/12275",0.0311098495125981,0.0632508435435969,0.0308304128122029,"Cnx99A/Xbp1/PEK/BI-1/sip3/Der-1/Ire1",7,2.1753164556962
"GO:0031445","GO:0031445","regulation of heterochromatin assembly","7/1975","20/12275",0.0311098495125981,0.0632508435435969,0.0308304128122029,"Su(var)205/CoRest/Acf/HP1b/mle/wde/Mekk1",7,2.1753164556962
"GO:0035293","GO:0035293","chitin-based larval cuticle pattern formation","7/1975","20/12275",0.0311098495125981,0.0632508435435969,0.0308304128122029,"Sec13/arm/sgg/SrpRbeta/fz/ck/pan",7,2.1753164556962
"GO:0051668","GO:0051668","localization within membrane","7/1975","20/12275",0.0311098495125981,0.0632508435435969,0.0308304128122029,"LamC/Lam/dlg1/Fur1/scrib/Rab2/Smn",7,2.1753164556962
"GO:0008356","GO:0008356","asymmetric cell division","36/1975","103/12275",2.11904890147761e-06,1.13977947443282e-05,5.55563684892499e-06,"insc/esg/dally/neur/Dl/brat/stau/fz/Pfdn2/InR/twin/enc/Zif/jar/Ehbp1/chb/hfp/flfl/aPKC/CycA/shg/CSN5/Sgt1/Diap1/Cdk1/CSN7/AP-2alpha/loco/mgr/mam/baz/Nak/Cdc42/Galphao/ALiX/numb",36,2.17229937323338
"GO:0055002","GO:0055002","striated muscle cell development","22/1975","63/12275",0.000199294429821455,0.000716416260817025,0.000349203391273976,"Zasp52/ens/mask/sty/sd/CanB2/LanB1/rt/tw/CG13366/Nedd4/aop/Dg/Bsg/Rac1/Smn/Khc/Mef2/rhea/flr/C3G/cher",22,2.17038376532047
"GO:0051674","GO:0051674","localization of cell","134/1975","384/12275",4.04554929478563e-20,1.21492902259031e-18,5.92193893480134e-19,"puc/RhoL/bun/kay/Mdr49/scb/spri/cindr/CalpB/Tre1/spin/Pvf1/jvl/Pvr/wun2/lwr/Pvf3/esg/dally/Abd-B/ena/Arl1/EcR/NetB/Dl/Gli/PlexA/Pi3K92E/PlexB/slbo/trx/Csk/kuz/Rho1/Rab1/sqh/fz/spoon/nej/bbg/Rab11/mbt/sn/hep/ttk/mew/LanB1/RN-tre/fog/wts/salm/pyr/trn/par-1/jar/Src42A/XNP/Mrtf/caps/Rala/mthl1/Fmr1/chb/mod(mdg4)/SCAR/sgl/Abl/Cbl/Sin3A/Vang/Bug22/Akt1/faf/LanB2/aop/Ostgamma/Ras85D/peb/wol/shg/Catsup/alphaTub84D/Pvf2/gus/Rac1/CSN5/rk/tkv/Hmgcr/HSPC300/btl/cpb/kibra/Diap1/bsk/Pi3K68D/ttv/kug/Rab7/Fhos/Crk/Pu/Hrs/p130CAS/rhea/ple/bnl/Rap2l/Sema1a/Arpc5/ex/Egfr/kis/Ptpmeg2/flr/baz/tgo/usp/egh/Tie/Dad/AdamTS-A/shi/CG44774/18w/csw/Cdc42/Pak/unc-5/Hem/numb/sli/mbc/fzr",134,2.16884229957806
"GO:0042052","GO:0042052","rhabdomere development","15/1975","43/12275",0.00202426718144369,0.00578390712002197,0.00281925479863057,"mbl/Mob2/fry/grh/Rab11/capt/GAA1/EMC3/Rip11/Rac1/DCTN1-p150/Moe/crb/didum/Ire1",15,2.16808949072711
"GO:0048542","GO:0048542","lymph gland development","23/1975","66/12275",0.00014911666500632,0.000556149217610893,0.000271084289212823,"Pvr/lwr/neur/sty/Tnpo/kuz/GlyRS/SmD3/Pen/Ser/Zif/E2f1/pyr/CG8149/Ras85D/Pvf2/CSN5/asrij/Noa36/lola/Antp/cher/Gale",23,2.16589950134254
"GO:0090087","GO:0090087","regulation of peptide transport","24/1975","69/12275",0.00011162338043751,0.000430227547862757,0.000209706181936499,"sgg/sdt/Snx3/Arl1/Tnpo/Rab1/InR/Rab11/rho/wts/Crag/Flo2/CG9915/Abl/Akt1/sel/CaMKII/AdipoR/rdx/Hrs/tral/crb/Sec16/S",24,2.16180517336269
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","8/1975","23/12275",0.0225447064036368,0.0474426193880912,0.0231249965799886,"sgg/sty/kek1/aos/Cbl/bsk/alph/pcs",8,2.16180517336269
"GO:0030514","GO:0030514","negative regulation of BMP signaling pathway","8/1975","23/12275",0.0225447064036368,0.0474426193880912,0.0231249965799886,"Lpin/spin/Snoo/Dd/kek5/spict/Dad/brk",8,2.16180517336269
"GO:0031050","GO:0031050","dsRNA processing","8/1975","23/12275",0.0225447064036368,0.0474426193880912,0.0231249965799886,"AGO1/Cbp20/Ars2/Mettl3/Dg/AGO2/mRpL44/r2d2",8,2.16180517336269
"GO:0042387","GO:0042387","plasmatocyte differentiation","8/1975","23/12275",0.0225447064036368,0.0474426193880912,0.0231249965799886,"lwr/neur/sty/Ser/pyr/Ras85D/CSN5/cher",8,2.16180517336269
"GO:0043112","GO:0043112","receptor metabolic process","8/1975","23/12275",0.0225447064036368,0.0474426193880912,0.0231249965799886,"comm/Fak/Nedd4/CG14184/Hrs/shi/Got2/numb",8,2.16180517336269
"GO:0048489","GO:0048489","synaptic vesicle transport","8/1975","23/12275",0.0225447064036368,0.0474426193880912,0.0231249965799886,"Rop/g/nonC/Fmr1/DCTN1-p150/Khc/AP-2alpha/shi",8,2.16180517336269
"GO:0070918","GO:0070918","production of small RNA involved in gene silencing by RNA","8/1975","23/12275",0.0225447064036368,0.0474426193880912,0.0231249965799886,"AGO1/Cbp20/Ars2/Mettl3/Dg/AGO2/mRpL44/r2d2",8,2.16180517336269
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","8/1975","23/12275",0.0225447064036368,0.0474426193880912,0.0231249965799886,"Lpin/spin/Snoo/Dd/kek5/spict/Dad/brk",8,2.16180517336269
"GO:0008340","GO:0008340","determination of adult lifespan","58/1975","167/12275",2.40366126174998e-09,2.10630863757604e-08,1.02667982224803e-08,"Hsp68/Hsp26/puc/ImpL2/bun/Thor/Atg8a/S6k/EcR/Sirt1/cnc/mthl3/rut/mthl5/InR/Mnn1/hep/g/mld/raptor/miple1/foxo/Cbs/fwd/mthl1/Sin3A/mle/VhaSFD/babo/miple2/aop/Ras85D/SdhC/magu/GLaz/Sod2/ND-20/Indy/p38b/alph/HDAC1/Cat/cm/NLaz/Tpi/Trxr-1/PGRP-LF/daw/Btk29A/CG10383/Egfr/Thiolase/kis/Pcyt1/ND-SGDH/wdb/car/cher",58,2.15856893807322
"GO:0042462","GO:0042462","eye photoreceptor cell development","34/1975","98/12275",4.86348839151029e-06,2.45990123381126e-05,1.19903176411195e-05,"mbl/tutl/Mob2/yrt/neur/fry/sty/Ten-m/grh/Rab11/mbt/ttk/rno/capt/Mbs/GAA1/EMC3/AP-1sigma/Rab6/Rip11/Rac1/Nct/DCTN1-p150/lola/CadN/rau/Moe/crb/didum/Afti/Ire1/csw/Kr-h1/Vps4",34,2.15629036424696
"GO:0097435","GO:0097435","supramolecular fiber organization","87/1975","251/12275",2.7739928011259e-13,4.25394747108828e-12,2.07350525728056e-12,"ed/LamC/cindr/CG43658/Vrp1/Pak3/Zasp52/Arp3/jvl/ens/mask/ena/Dl/sick/Ssrp/CanB2/Ten-m/PI4KIIIalpha/Rho1/futsch/sqh/fz/chinmo/spoon/Kank/Arpc4/Spn/sn/hep/cdi/mew/Fim/Src64B/FER/fog/rt/tyn/ck/Lam/Rok/capt/jar/Src42A/alpha-Spec/mthl1/chb/dco/SCAR/Abl/mlt/unc-45/tw/CG13366/Nedd4/Klp10A/Dg/TBCB/Arpc3A/Bsg/Rac1/HSPC300/cpb/Arpc2/Smn/Fhos/Khc/p130CAS/rhea/Jupiter/dyl/Moe/Btk29A/mwh/Arpc5/beta-Spec/flr/CG6891/C3G/shi/Sb/dia/shot/Cdc42/svr/Patronin/ALiX/cher",87,2.15426899994957
"GO:0080134","GO:0080134","regulation of response to stress","96/1975","277/12275",1.60370662075565e-14,2.9637731972042e-13,1.44463450655114e-13,"puc/Corp/Sesn/Pde8/Pvf1/Rel/spz/sgg/Pvr/raw/scny/Xbp1/Sp7/PEK/Spn88Ea/Myd88/Alg-2/Parp/Ptp61F/Rho1/grh/cact/Mnn1/Gprk2/hep/LanB1/G9a/puf/Pp1alpha-96A/Rok/nonC/Tab2/Cka/sax/XNP/Rala/Crag/Usp2/Dek/brm/BI-1/unc-45/ago/slpr/Pli/Akt1/Hr78/faf/E(bx)/Opa1/Nxt1/SkpA/peb/Pvf2/me31B/TM9SF2/Rac1/CG5044/Toll-7/cpb/Dredd/TM9SF4/bsk/p38b/kug/Archease/Crk/EMRE/alph/rdx/Csp/mtd/Dif/grnd/akirin/slif/PGRP-LF/PGRP-LC/holn1/Ubc7/Imp/ben/Egfr/spict/iPLA2-VIA/Mekk1/hppy/Usp1/HBS1/dia/Sec31/Cdc42/Cad96Ca/ALiX/Spn77Ba/mbc",96,2.15400082255632
"GO:0006457","GO:0006457","protein folding","44/1975","127/12275",2.1665622936091e-07,1.40997722177766e-06,6.87266404174445e-07,"Hsp68/Hsp70Bc/DnaJ-1/Hsp26/Hsp70Ab/CCT3/Cnx99A/CCT6/CCT8/CG11781/CG1890/Pfdn2/Hsp67Bc/HIP-R/Hsc70-5/Droj2/Hsp60A/mlt/Cdc37/unc-45/EMC3/Moca-cyp/Pfdn5/boca/CCT2/Pfdn6/CG3678/sel/Fkbp59/Cypl/CG17266/CG11137/CG8336/EMC1/CG7872/Csp/jdp/CCT5/mgr/Hsp23/CCT7/mrj/Ero1L/P58IPK",44,2.15329412937307
"GO:0007400","GO:0007400","neuroblast fate determination","9/1975","26/12275",0.0164223631306312,0.0360591568207234,0.017576345676348,"insc/brat/kuz/stau/Dr/da/inv/spen/numb",9,2.15141187925998
"GO:0010324","GO:0010324","membrane invagination","9/1975","26/12275",0.0164223631306312,0.0360591568207234,0.017576345676348,"EcR/sau/hep/bsk/Crk/AP-2alpha/Rab35/Mekk1/csw",9,2.15141187925998
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","9/1975","26/12275",0.0164223631306312,0.0360591568207234,0.017576345676348,"sgg/Tnpo/wts/CG9915/swm/Abl/Nup358/Pka-C1/rdx",9,2.15141187925998
"GO:0072583","GO:0072583","clathrin-dependent endocytosis","9/1975","26/12275",0.0164223631306312,0.0360591568207234,0.017576345676348,"lqf/norpA/Cad99C/fwe/Rab7/AP-2alpha/Nak/Dap160/shi",9,2.15141187925998
"GO:0097479","GO:0097479","synaptic vesicle localization","9/1975","26/12275",0.0164223631306312,0.0360591568207234,0.017576345676348,"Rop/g/nonC/Fmr1/wrd/DCTN1-p150/Khc/AP-2alpha/shi",9,2.15141187925998
"GO:0099024","GO:0099024","plasma membrane invagination","9/1975","26/12275",0.0164223631306312,0.0360591568207234,0.017576345676348,"EcR/sau/hep/bsk/Crk/AP-2alpha/Rab35/Mekk1/csw",9,2.15141187925998
"GO:0014070","GO:0014070","response to organic cyclic compound","37/1975","107/12275",2.06260855735023e-06,1.11357686719864e-05,5.42791725618482e-06,"rpr/hid/Trf2/Sec13/Blimp-1/Jra/bel/Eip75B/moody/EcR/Oatp74D/Crtc/ph-p/InR/Tao/pzg/G9a/Pa1/kto/Shmt/l(3)psg2/Bx/BRWD3/Iswi/dco/DOR/E(bx)/su(Hw)/ash2/Galphas/Ac78C/Pka-R2/usp/cyc/Kr-h1/Pak/Duox",37,2.14917780669585
"GO:0033043","GO:0033043","regulation of organelle organization","140/1975","405/12275",1.50385121278764e-20,4.76439895216127e-19,2.32231505965471e-19,"Su(var)205/ed/LamC/CG43658/Vrp1/Eb1/lncRNA:roX2/sgg/Arp3/ZAP3/lncRNA:roX1/mask/e(y)3/ena/Sirt1/scny/trbl/CG14806/Ssrp/FRG1/stau/Rho1/dpn/futsch/sqh/Ncoa6/fz/chinmo/spoon/nej/BuGZ/Kank/Arpc4/upSET/DCP2/Gug/hep/Jarid2/jim/Su(z)2/CoRest/Kdm2/Smg5/HP1c/cv-c/Pcl/Src64B/fog/G9a/Tlk/CG8036/pds5/vih/l(3)neo38/Lam/Rok/Mi-2/Usp47/Chro/jar/Prp3/Cp190/mamo/alpha-Spec/Pld/mthl1/sktl/chb/mod(mdg4)/Samuel/CG9915/ash1/dco/Acf/SCAR/HP1b/CG17816/Abl/cdc14/mlt/ago/mle/PR-Set7/wde/Nedd4/dre4/Opa1/su(Hw)/Bub3/CycA/Fis1/Pka-C1/p120ctn/Arpc3A/Nipped-B/ash2/HSPC300/cpb/Arpc2/Sod2/QIL1/JIL-1/Fhos/CG15237/Crk/ctrip/e(y)2/HDAC1/Akap200/cana/Smg6/Jupiter/Moe/Btk29A/endos/hyd/mwh/Arpc5/vig2/ex/mrt/beta-Spec/flr/CG6891/CG11486/Mekk1/rictor/Bub1/Sec16/shi/car/Ctr9/dia/shot/Cdc42/SREBP/svr/Patronin/cher/fzr",140,2.1484606969839
"GO:1901699","GO:1901699","cellular response to nitrogen compound","38/1975","110/12275",1.54994875371033e-06,8.54398137083536e-06,4.16460015337284e-06,"ImpL2/Roc1a/Sesn/Thor/Myc/Lpin/Pdk1/Rheb/sgg/HDAC4/S6k/Sirt1/trbl/Pi3K92E/Crtc/Ptp61F/InR/raptor/PyK/foxo/Shmt/srl/Fmr1/wrd/Hnf4/Akt1/SkpA/CG14977/STUB1/CG14184/poly/Pp2A-29B/Galphas/CG7069/tgo/wdb/rictor/Cul1",38,2.14706559263521
