"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"kay/puc",2
"GO:1903532","GO:1903532","positive regulation of secretion by cell","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"Rab1/Snx3",2
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"hid/rpr",2
"GO:0051258","GO:0051258","protein polymerization","4/284","95/12275",0.177746937969658,0.338931481142913,0.237427276462833,"Arp3/Arpc4/Arpc3A/Kank",4
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","3/284","63/12275",0.178630102324293,0.339636736698968,0.237921319994345,"lwr/vvl/Parp",3
"GO:0002775","GO:0002775","antimicrobial peptide production","3/284","63/12275",0.178630102324293,0.339636736698968,0.237921319994345,"lwr/vvl/Parp",3
"GO:0008544","GO:0008544","epidermis development","3/284","63/12275",0.178630102324293,0.339636736698968,0.237921319994345,"Rho1/ATP6AP2/puc",3
"GO:0097549","GO:0097549","chromatin organization involved in negative regulation of transcription","5/284","129/12275",0.17922637508565,0.340444358416283,0.238487072765695,"Su(var)205/Dp1/corto/lncRNA:roX2/lncRNA:roX1",5
"GO:0051321","GO:0051321","meiotic cell cycle","9/284","272/12275",0.179981497461956,0.341551885718913,0.239262914508648,"Rab1/lwr/eIF4E1/CanB2/Arf51F/Fim/Nipped-B/Rab11/bond",9
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","4/284","96/12275",0.182356225837186,0.345727897122076,0.242188281637684,"Eb1/Non2/Arp1/cv-c",4
"GO:0002440","GO:0002440","production of molecular mediator of immune response","3/284","64/12275",0.184436656722618,0.348341354514173,0.244019053062825,"lwr/vvl/Parp",3
"GO:0034504","GO:0034504","protein localization to nucleus","3/284","64/12275",0.184436656722618,0.348341354514173,0.244019053062825,"Sec13/Kap-alpha3/Parp",3
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","3/284","64/12275",0.184436656722618,0.348341354514173,0.244019053062825,"lwr/vvl/Parp",3
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","3/284","64/12275",0.184436656722618,0.348341354514173,0.244019053062825,"E(spl)mbeta-HLH/E(spl)m3-HLH/bun",3
"GO:0002807","GO:0002807","positive regulation of antimicrobial peptide biosynthetic process","2/284","34/12275",0.185373925433444,0.349115030346666,0.244561026163567,"vvl/Parp",2
"GO:0048806","GO:0048806","genitalia development","2/284","34/12275",0.185373925433444,0.349115030346666,0.244561026163567,"puc/rpr",2
"GO:0051047","GO:0051047","positive regulation of secretion","2/284","34/12275",0.185373925433444,0.349115030346666,0.244561026163567,"Rab1/Snx3",2
"GO:0051726","GO:0051726","regulation of cell cycle","10/284","313/12275",0.19008327896075,0.357644842404823,0.250536304821303,"SkpA/Prosalpha7/Prosbeta5/CkIIalpha/Nipped-B/Sep2/cv-c/Gadd45/kay/puc",10
"GO:0032006","GO:0032006","regulation of TOR signaling","3/284","65/12275",0.190292588331359,0.357699609694836,0.250574670240954,"Sec13/Rheb/Ras85D",3
"GO:0031667","GO:0031667","response to nutrient levels","6/284","167/12275",0.190731656094962,0.358185749620151,0.250915219540353,"Rheb/Atg8a/Ras85D/Hsp68/ImpL2/hid",6
"GO:0007006","GO:0007006","mitochondrial membrane organization","2/284","35/12275",0.193787682230784,0.361530591379799,0.25325833817458,"Tom20/CG34132",2
"GO:0007379","GO:0007379","segment specification","2/284","35/12275",0.193787682230784,0.361530591379799,0.25325833817458,"shg/wol",2
"GO:0030048","GO:0030048","actin filament-based movement","2/284","35/12275",0.193787682230784,0.361530591379799,0.25325833817458,"Mlc-c/Rho1",2
"GO:0045887","GO:0045887","positive regulation of synaptic growth at neuromuscular junction","2/284","35/12275",0.193787682230784,0.361530591379799,0.25325833817458,"Arp3/Rheb",2
"GO:0051651","GO:0051651","maintenance of location in cell","2/284","35/12275",0.193787682230784,0.361530591379799,0.25325833817458,"mago/Parp",2
"GO:0060581","GO:0060581","cell fate commitment involved in pattern specification","2/284","35/12275",0.193787682230784,0.361530591379799,0.25325833817458,"Rab11/rho",2
"GO:1905037","GO:1905037","autophagosome organization","2/284","35/12275",0.193787682230784,0.361530591379799,0.25325833817458,"Atg8a/CG11781",2
"GO:0030534","GO:0030534","adult behavior","6/284","168/12275",0.194264097941419,0.362079093346213,0.253642573146147,"Eb1/Pp1-87B/Arf51F/Pka-C1/CG17734/rho",6
"GO:0006413","GO:0006413","translational initiation","3/284","66/12275",0.196195376223723,0.364310403932732,0.255205644223858,"eIF5B/eIF3j/eIF4E1",3
"GO:0009060","GO:0009060","aerobic respiration","3/284","66/12275",0.196195376223723,0.364310403932732,0.255205644223858,"Scsalpha1/ox/SdhC",3
"GO:0035194","GO:0035194","post-transcriptional gene silencing by RNA","3/284","66/12275",0.196195376223723,0.364310403932732,0.255205644223858,"Dg/bel/Rm62",3
"GO:0048542","GO:0048542","lymph gland development","3/284","66/12275",0.196195376223723,0.364310403932732,0.255205644223858,"lwr/Ras85D/Pvf2",3
"GO:0016050","GO:0016050","vesicle organization","4/284","99/12275",0.196414950033923,0.364377267119007,0.255252483024901,"Sec13/Arl1/Rab11/Bet1",4
"GO:0007416","GO:0007416","synapse assembly","6/284","169/12275",0.197821297154921,0.366301562362424,0.256600484624559,"SkpA/Arp3/Rheb/Cals/kay/Pdk1",6
"GO:0009991","GO:0009991","response to extracellular stimulus","6/284","169/12275",0.197821297154921,0.366301562362424,0.256600484624559,"Rheb/Atg8a/Ras85D/Hsp68/ImpL2/hid",6
"GO:0007293","GO:0007293","germarium-derived egg chamber formation","4/284","100/12275",0.201174027016542,0.371039712720385,0.25991963966784,"Dg/shg/Rab6/Rab11",4
"GO:0051235","GO:0051235","maintenance of location","4/284","100/12275",0.201174027016542,0.371039712720385,0.25991963966784,"Roc1a/mago/ImpL2/Parp",4
"GO:0002759","GO:0002759","regulation of antimicrobial humoral response","3/284","67/12275",0.20214252326009,0.371039712720385,0.25991963966784,"lwr/vvl/Parp",3
"GO:0000302","GO:0000302","response to reactive oxygen species","2/284","36/12275",0.202249354742296,0.371039712720385,0.25991963966784,"Sod3/Ddc",2
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT","2/284","36/12275",0.202249354742296,0.371039712720385,0.25991963966784,"CG30423/peb",2
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","2/284","36/12275",0.202249354742296,0.371039712720385,0.25991963966784,"Scsalpha1/Cyt-c1",2
"GO:0010212","GO:0010212","response to ionizing radiation","2/284","36/12275",0.202249354742296,0.371039712720385,0.25991963966784,"hid/rpr",2
"GO:0016246","GO:0016246","RNA interference","2/284","36/12275",0.202249354742296,0.371039712720385,0.25991963966784,"bel/Rm62",2
"GO:0045879","GO:0045879","negative regulation of smoothened signaling pathway","2/284","36/12275",0.202249354742296,0.371039712720385,0.25991963966784,"Roc1a/Pka-C1",2
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","2/284","36/12275",0.202249354742296,0.371039712720385,0.25991963966784,"CG30423/peb",2
"GO:0007498","GO:0007498","mesoderm development","4/284","101/12275",0.20596745792814,0.372339353127747,0.260830059913432,"miple2/Ras85D/shg/wol",4
"GO:0034401","GO:0034401","chromatin organization involved in regulation of transcription","5/284","136/12275",0.207294804144936,0.372339353127747,0.260830059913432,"Su(var)205/Dp1/corto/lncRNA:roX2/lncRNA:roX1",5
"GO:0051124","GO:0051124","synaptic growth at neuromuscular junction","5/284","136/12275",0.207294804144936,0.372339353127747,0.260830059913432,"SkpA/Arp3/Rheb/kay/Pdk1",5
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis","3/284","68/12275",0.208131557841555,0.372339353127747,0.260830059913432,"PMCA/fwe/Catsup",3
"GO:0006384","GO:0006384","transcription initiation from RNA polymerase III promoter","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Trf2",1
"GO:0006415","GO:0006415","translational termination","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"eRF1",1
"GO:0006801","GO:0006801","superoxide metabolic process","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Sod3",1
"GO:0006879","GO:0006879","cellular iron ion homeostasis","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"CG6523",1
"GO:0007377","GO:0007377","germ-band extension","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Rho1",1
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Fis1",1
"GO:0010822","GO:0010822","positive regulation of mitochondrion organization","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Fis1",1
"GO:0010830","GO:0010830","regulation of myotube differentiation","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Rho1",1
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"ed",1
"GO:0034724","GO:0034724","DNA replication-independent nucleosome organization","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"CG8223",1
"GO:0035225","GO:0035225","determination of genital disc primordium","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"rho",1
"GO:0042177","GO:0042177","negative regulation of protein catabolic process","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"CkIIalpha",1
"GO:0042430","GO:0042430","indole-containing compound metabolic process","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Ddc",1
"GO:0042790","GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Rpt4",1
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Rpt4",1
"GO:0048194","GO:0048194","Golgi vesicle budding","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Sec13",1
"GO:0050766","GO:0050766","positive regulation of phagocytosis","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"prtp",1
"GO:0051099","GO:0051099","positive regulation of binding","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Nipped-B",1
"GO:0051567","GO:0051567","histone H3-K9 methylation","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Su(var)205",1
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Pdk1",1
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Rho1",1
"GO:0060571","GO:0060571","morphogenesis of an epithelial fold","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Rho1",1
"GO:0090136","GO:0090136","epithelial cell-cell adhesion","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"peb",1
"GO:0098586","GO:0098586","cellular response to virus","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"RNASEK",1
"GO:1901216","GO:1901216","positive regulation of neuron death","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"fwe",1
"GO:1901739","GO:1901739","regulation of myoblast fusion","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"Rho1",1
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","1/284","10/12275",0.208772644851981,0.372339353127747,0.260830059913432,"crok",1
"GO:0002777","GO:0002777","antimicrobial peptide biosynthetic process","2/284","37/12275",0.210752252635273,0.374253865058927,0.262171208136202,"vvl/Parp",2
"GO:0002805","GO:0002805","regulation of antimicrobial peptide biosynthetic process","2/284","37/12275",0.210752252635273,0.374253865058927,0.262171208136202,"vvl/Parp",2
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","2/284","37/12275",0.210752252635273,0.374253865058927,0.262171208136202,"Nipped-B/cv-c",2
"GO:1903008","GO:1903008","organelle disassembly","2/284","37/12275",0.210752252635273,0.374253865058927,0.262171208136202,"Fis1/Atg8a",2
"GO:0030001","GO:0030001","metal ion transport","7/284","209/12275",0.210788826768705,0.374253865058927,0.262171208136202,"Ostgamma/Zip102B/crok/PMCA/fwe/Atox1/Catsup",7
"GO:0007051","GO:0007051","spindle organization","5/284","137/12275",0.211419017161286,0.37503730926287,0.262720024147555,"Eb1/Non2/Pp1-87B/bond/cv-c",5
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process","7/284","210/12275",0.214101470408968,0.379221829205577,0.265651351653489,"SkpA/aop/ed/lwr/Ras85D/knk/lqf",7
"GO:0071478","GO:0071478","cellular response to radiation","3/284","69/12275",0.214160035536248,0.379221829205577,0.265651351653489,"Gprk1/hid/rpr",3
"GO:0010558","GO:0010558","negative regulation of macromolecule biosynthetic process","14/284","477/12275",0.216176450893324,0.382110645612866,0.267675016759695,"E(spl)mbeta-HLH/Su(var)205/aop/Dp1/Srp9/ich/peb/E(spl)m3-HLH/Maf1/corto/E(spl)m7-HLH/lncRNA:roX2/lncRNA:roX1/arm",14
"GO:2000113","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","14/284","477/12275",0.216176450893324,0.382110645612866,0.267675016759695,"E(spl)mbeta-HLH/Su(var)205/aop/Dp1/Srp9/ich/peb/E(spl)m3-HLH/Maf1/corto/E(spl)m7-HLH/lncRNA:roX2/lncRNA:roX1/arm",14
"GO:0001704","GO:0001704","formation of primary germ layer","2/284","38/12275",0.219289967464112,0.382976190619351,0.268281345781871,"Ras85D/wol",2
"GO:0070588","GO:0070588","calcium ion transmembrane transport","2/284","38/12275",0.219289967464112,0.382976190619351,0.268281345781871,"PMCA/fwe",2
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","2/284","38/12275",0.219289967464112,0.382976190619351,0.268281345781871,"Pp1-87B/Ssdp",2
"GO:0043085","GO:0043085","positive regulation of catalytic activity","6/284","175/12275",0.219657025459252,0.382976190619351,0.268281345781871,"Rho1/PlexA/Gadd45/hid/rpr/RhoGAP18B",6
"GO:0016441","GO:0016441","posttranscriptional gene silencing","3/284","70/12275",0.22022554058409,0.382976190619351,0.268281345781871,"Dg/bel/Rm62",3
"GO:0043065","GO:0043065","positive regulation of apoptotic process","3/284","70/12275",0.22022554058409,0.382976190619351,0.268281345781871,"fwe/hid/rpr",3
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","3/284","70/12275",0.22022554058409,0.382976190619351,0.268281345781871,"Ras85D/Alg-2/Gadd45",3
"GO:0006342","GO:0006342","chromatin silencing","4/284","104/12275",0.220541484804476,0.382976190619351,0.268281345781871,"Su(var)205/corto/lncRNA:roX2/lncRNA:roX1",4
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","4/284","104/12275",0.220541484804476,0.382976190619351,0.268281345781871,"Su(var)205/corto/lncRNA:roX2/lncRNA:roX1",4
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","4/284","104/12275",0.220541484804476,0.382976190619351,0.268281345781871,"Arp3/Arpc4/Arpc3A/Kank",4
"GO:0000122","GO:0000122","negative regulation of transcription by RNA polymerase II","7/284","212/12275",0.220783811375869,0.382976190619351,0.268281345781871,"E(spl)mbeta-HLH/aop/ich/peb/E(spl)m3-HLH/E(spl)m7-HLH/arm",7
"GO:0090407","GO:0090407","organophosphate biosynthetic process","7/284","213/12275",0.224152779841332,0.382976190619351,0.268281345781871,"Tpi/Scsalpha1/PlexA/Cyt-c1/Adk2/Dak1/Dhod",7
"GO:0001742","GO:0001742","oenocyte differentiation","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"rho",1
"GO:0006032","GO:0006032","chitin catabolic process","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"Cht10",1
"GO:0006094","GO:0006094","gluconeogenesis","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"Tpi",1
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"Rpt4",1
"GO:0006570","GO:0006570","tyrosine metabolic process","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"Ddc",1
"GO:0007064","GO:0007064","mitotic sister chromatid cohesion","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"Nipped-B",1
"GO:0007394","GO:0007394","dorsal closure, elongation of leading edge cells","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"Rab11",1
"GO:0007445","GO:0007445","determination of imaginal disc primordium","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"rho",1
"GO:0007509","GO:0007509","mesoderm migration involved in gastrulation","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"wol",1
"GO:0008090","GO:0008090","retrograde axonal transport","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"Arp1",1
"GO:0008366","GO:0008366","axon ensheathment","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"Cont",1
"GO:0010165","GO:0010165","response to X-ray","1/284","11/12275",0.227093767466089,0.382976190619351,0.268281345781871,"hid",1
