Geneid,0h-T5-1,0h-T5-2,0h-T5-3,0h-T5-4,2h-T5-1,2h-T5-2,2h-T5-3,2h-T5-4,C-L3-T5-1,C-L3-T5-2,C-L3-T5-3,C-L3-T5-4
CG14456,0,6,0,0,0,0,1,0,12,0,13,25
CG14454,0,0,0,0,0,0,0,0,0,0,0,0
CG12546,0,0,0,0,0,0,0,0,0,0,0,0
CG14453,0,0,0,0,0,0,0,0,0,0,0,0
CG14452,0,0,0,0,0,0,0,0,0,0,0,0
CG32453,0,0,0,0,0,0,0,0,0,0,0,0
CG45116,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46227,0,0,0,0,0,0,0,0,0,0,0,0
CG11370,1937,1368,5805,1216,2176,2482,1398,1078,2658,3049,3821,1479
ArfGAP3,2051,2652,7023,1747,5376,3640,2857,3916,3814,2770,3474,1937
CG32452,0,23,513,11,0,137,0,1,61,253,217,44
mael,24,0,0,7,0,0,0,0,13,0,0,0
CG14451,0,0,0,0,0,0,0,0,0,0,0,0
CG14450,337,284,68,58,483,302,280,223,237,227,400,169
CG11367,47,57,98,20,48,51,53,0,267,109,187,123
CG32454,0,32,0,0,0,0,0,0,0,0,0,0
CG11241,0,0,87,0,0,0,0,0,6,16,0,19
l(3)04053,87,346,132,23,115,169,258,673,406,363,445,455
asRNA:CR45163,0,0,0,0,0,0,0,0,0,0,0,0
CG7369,181,103,36,140,112,191,97,43,167,410,343,80
SPoCk,125,420,668,311,460,376,345,257,363,141,460,292
lncRNA:CR45961,0,0,42,3,2,0,0,0,0,0,0,0
CG14448,0,0,0,0,0,0,0,0,0,0,0,0
jim,734,683,2130,375,1418,494,955,814,1169,353,929,1189
CG45428,0,0,0,0,0,0,0,0,0,0,0,0
CG11226,0,0,0,0,0,3,0,0,0,0,0,0
lncRNA:CR45659,0,1,0,0,6,0,0,0,0,0,0,0
tRNA:Leu-CAG-1-8,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Glu-CTC-2-3,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR43426,0,3,1,0,0,1,0,0,15,0,15,0
CG32462,0,0,0,0,0,0,0,0,0,0,0,0
CG32459,0,0,0,0,0,0,0,0,0,0,0,0
CG13239,14,0,0,0,0,13,0,0,32,138,0,0
CG33169,889,943,2544,433,1777,1303,1887,2368,541,419,701,528
CG33170,112,313,694,81,381,108,504,527,253,169,168,257
CG11137,668,1529,3058,703,1789,752,1732,2444,1256,633,1312,1256
Arf79F,11092,14584,35230,8077,23405,16159,19681,23405,11872,9880,14193,7676
snoRNA:Me28S-G764,0,0,1,1,0,1,0,0,0,0,1,1
asRNA:CR45969,0,0,0,0,0,4,2,0,4,3,1,0
CG11109,6,5,27,5,8,8,0,5,4,15,11,7
asRNA:CR45968,0,0,0,0,0,0,0,0,0,0,0,0
Chro,170,343,226,108,133,207,35,362,982,567,522,479
Ssl1,67,50,47,15,82,75,51,82,179,176,196,106
asRNA:CR45970,0,0,0,0,0,0,0,0,0,0,0,0
slif,0,70,0,0,43,22,2,60,257,39,42,85
lncRNA:CR44688,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44689,0,0,0,0,0,0,0,0,0,0,0,0
CG11131,0,0,0,0,0,0,0,0,0,0,0,0
BoYb,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45661,12,0,0,0,0,0,17,15,0,0,0,0
CG12768,0,33,0,0,119,22,7,260,0,0,0,0
mir-9388,0,0,0,0,0,0,0,0,0,0,0,0
Mes2,0,0,159,0,73,3,61,0,0,0,1,47
CG32461,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45758,0,0,0,0,0,0,0,0,0,0,0,0
CG32457,0,0,0,0,0,0,0,0,0,0,0,0
nrm,40,86,514,51,78,41,29,18,3,30,9,39
RpL10,9688,9164,27246,5198,12889,7575,11781,12935,16242,12522,20599,13271
CkIIalpha,4041,2915,6524,2099,4554,3347,4518,5642,3442,2623,3608,2515
CG33217,150,415,1473,308,659,329,400,382,526,619,1303,982
CR41454,0,0,0,0,1,0,0,1,0,0,0,0
Vps11,182,288,667,205,1000,284,145,446,870,748,626,320
asRNA:CR45164,0,3,8,1,5,0,3,6,4,1,1,2
CG34031,0,0,0,0,0,0,0,0,0,0,0,1
lncRNA:CR43967,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45735,0,0,0,0,0,0,0,0,0,0,0,0
nAChRalpha4,0,47,318,9,0,31,21,0,170,0,63,34
alpha-Cat,1671,2821,5106,1462,5273,2216,1904,1443,4051,3386,2898,1177
mir-4942,0,0,0,0,0,0,0,0,0,0,0,0
ND-MLRQ,824,1620,4206,788,1337,704,2204,2298,2070,1425,1562,1960
AGO3,99,261,477,37,191,71,367,91,106,296,175,188
lncRNA:CR45174,0,32,2,5,9,7,0,32,0,0,1,0
CG17454,917,1403,2653,670,1696,779,1212,2159,653,477,1151,592
CG40298,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45736,0,0,1,0,0,0,0,0,0,0,0,0
CG17698,219,798,1807,337,620,337,483,966,1592,592,722,315
CG43968,0,0,0,0,0,0,0,0,0,0,0,0
CG40470,0,0,0,0,0,0,0,0,0,0,0,7
lncRNA:CR43941,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43942,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR40053,0,0,0,0,0,0,0,0,0,0,0,0
CG40045,2265,4193,8557,1972,4081,2381,4482,6195,4014,2521,3808,2945
Snap25,3,14,0,0,0,5,0,0,0,56,28,0
lncRNA:CR45159,0,0,0,0,0,0,0,0,0,0,0,0
nvd,0,0,0,22,0,5,0,0,0,0,21,0
CR12460,0,0,0,0,1,0,0,2,0,0,0,0
mRpS5,622,811,3101,432,984,445,949,1274,1005,756,1004,1013
CR42722,0,0,0,0,0,0,0,0,0,0,0,0
CR42723,0,0,0,0,0,0,0,0,0,0,0,0
CR41597,0,0,0,0,0,0,0,0,0,0,0,0
scro,0,0,0,0,0,0,0,0,0,0,0,0
CG40472,168,372,1151,54,436,187,694,182,200,152,333,288
ND-AGGG,523,742,1992,350,1052,374,1072,1201,1032,707,904,1146
Set1,238,382,366,338,711,242,397,466,759,633,588,653
MED21,386,303,907,203,452,240,494,449,390,351,377,354
UQCR-11,3448,4972,16781,2267,4887,2778,7187,8308,5901,4267,6394,4717
CR40354,1,5,4,1,8,5,11,6,0,2,3,0
CG45782,16,0,0,0,0,0,0,0,0,0,0,0
CR40450,0,2,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45180,0,0,0,0,1,0,0,0,0,0,0,0
FASN3,0,22,0,0,0,6,4,0,0,0,0,0
CG40178,804,1782,2864,422,1848,487,1695,2154,967,638,801,1437
asRNA:CR45182,0,0,0,0,0,0,0,0,0,0,0,0
CR41320,1,4,4,1,0,7,6,7,0,0,2,5
CG40160,1552,1848,4761,896,3668,2240,2957,2512,2867,2083,2803,2416
CG41284,0,1,0,0,0,0,0,0,0,0,0,0
CG42598,33,51,2,4,60,20,22,9,48,37,30,19
CG40228,946,2296,5277,954,1683,415,1962,2672,2609,1076,1604,2431
lncRNA:CR45177,28,21,0,35,78,19,43,56,32,0,0,48
lncRNA:CR46252,0,2,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45181,0,0,0,0,0,3,0,0,17,0,0,10
vtd,569,1064,1332,440,984,521,451,1103,1200,794,834,257
CR43170,0,0,0,0,0,0,0,0,0,0,0,0
RpL15,3818,4118,11357,2255,5143,4053,5905,6592,6784,4741,9309,4170
snoRNA:Me18S-G1358,0,0,0,0,0,0,0,0,0,0,0,0
snoRNA:Me18S-C419,0,1,0,0,1,0,1,1,0,0,0,0
Dbp80,756,793,2436,498,1157,461,1007,1213,573,553,767,548
lncRNA:CR46250,0,0,0,0,0,0,0,0,0,0,0,0
eIF4B,728,802,2132,368,1064,567,991,1051,728,430,816,352
CR14578,0,0,0,0,2,0,0,1,0,0,0,0
CG17514,519,1127,2484,767,926,529,592,1766,1763,744,1342,1912
DIP-lambda,0,0,0,0,0,0,0,0,0,0,0,0
CG46302,17,24,67,7,14,10,36,30,11,14,11,9
CG40498,0,0,0,0,0,0,0,50,0,0,0,0
lncRNA:CR41257,0,0,0,0,3,2,0,0,0,0,0,0
rl,1076,1578,4143,745,1975,937,2075,2277,1004,573,1161,850
CR42653,0,0,0,0,0,0,0,1,14,10,15,0
CR40190,326,117,291,100,323,164,145,460,109,48,153,168
CG40191,855,1548,4107,811,2615,1532,2148,2354,1782,1122,1735,792
Yeti,4372,3880,15647,2942,6731,3459,6674,8946,3459,2116,4586,1968
lncRNA:CR44042,175,147,220,31,111,94,91,142,229,165,225,231
l(2)41Ab,144,153,140,46,178,138,95,126,412,185,469,191
lncRNA:CR44043,0,0,3,0,173,71,263,521,209,55,258,466
Maf1,1505,1619,5061,986,2901,1538,2869,3591,1447,1285,2362,1575
CG17691,3756,3251,13232,2523,7062,3872,6707,5197,6487,4072,7237,5036
CR40068,0,0,0,0,0,0,0,0,0,0,0,0
CG41520,0,10,377,29,7,47,38,115,208,47,82,65
CR41379,0,0,1,0,0,1,0,1,0,0,0,0
CG17684,63,40,359,26,57,68,260,370,4,117,25,46
CR40100,0,0,6,0,0,1,0,0,0,0,0,0
MFS17,712,991,1770,718,2391,761,1170,1871,963,452,801,1705
mir-2279,0,0,0,0,0,0,0,10,0,0,0,0
CG41378,558,775,3003,400,1242,722,1045,1213,593,571,518,491
Scp1,0,0,226,14,2,16,23,0,16,97,0,9
dpr21,0,0,0,0,0,0,0,0,0,0,0,0
CR41243,3,0,4,3,1,1,8,3,0,0,1,3
CG41242,0,0,0,0,0,0,0,0,0,0,0,0
CR45227,0,2,4,5,3,7,12,3,3,1,1,1
CR41501,0,0,0,0,0,0,0,0,0,2,0,0
CR40461,0,0,0,0,0,0,0,0,0,0,0,0
RYa,0,0,0,0,0,0,0,0,0,0,0,0
uex,1340,1449,3611,715,3151,1343,1844,1580,1599,885,1199,1343
asRNA:CR45139,0,0,0,0,0,0,0,0,0,0,0,0
Haspin,224,318,387,181,404,287,286,382,905,675,590,468
CG17683,884,920,2474,725,2698,1296,1459,1108,2437,1849,1649,2430
RNASEK,3169,5979,17571,2478,5869,3248,8351,9899,5166,3860,5466,4431
IntS3,210,689,495,207,888,340,584,359,632,597,1047,770
Gprk1,2022,1633,7242,999,4150,1679,2572,2192,2214,2044,2264,1554
lncRNA:CR44100,0,0,0,0,0,0,0,0,0,0,0,0
RpL38,1682,5344,14262,2054,3563,1075,5710,6241,9893,5036,6120,11583
Stlk,810,1296,2760,520,1509,755,1903,2060,1106,602,952,791
p120ctn,1831,1920,5172,1049,3218,2194,1961,2986,2479,1932,2351,1259
CG17486,1250,638,1429,304,691,542,766,422,1023,122,1216,562
lncRNA:dntRL,246,82,265,5,193,18,46,22,145,120,122,10
CG17883,1211,1429,1870,766,2646,905,2336,2603,1099,1195,1161,1714
Nipped-B,505,730,1505,535,1240,479,351,866,833,584,743,349
CR40282,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45471,0,0,0,0,0,0,0,0,0,0,0,0
CR41440,0,0,0,0,0,0,0,0,0,0,0,0
conu,1027,1728,4234,1118,2812,1520,2318,2647,1551,1246,1434,1440
CR43281,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46064,198,461,1138,161,435,331,496,510,250,138,212,49
CG12547,1170,1045,3325,675,1731,1249,843,1222,2238,484,1094,489
CG17528,1729,1994,4230,696,3628,1823,2368,1722,1652,1438,1135,664
CG14464,1152,1484,4507,741,1726,801,1877,2643,2593,1295,1531,2042
CG44102,0,0,0,0,0,4,7,0,0,0,0,0
Ir41a,0,0,0,0,0,0,16,0,0,0,0,0
lncRNA:CR44105,0,0,0,0,0,0,0,0,0,0,0,0
TpnC41C,0,0,0,0,0,0,0,0,0,3,0,0
CR43360,1,0,1,0,0,1,0,0,0,0,0,0
CG3107,1580,1945,5173,1384,4002,1576,1791,2105,3016,2006,2099,2854
gus,2479,2697,6949,1757,5771,3027,4903,5989,3290,1759,3492,1829
lncRNA:CR43256,120,116,636,49,182,91,12,81,167,79,127,16
Atf6,1224,1038,2318,476,2817,1215,2058,2458,732,1197,717,675
Nipped-A,707,880,983,361,1242,324,739,569,1299,1494,1065,1121
lncRNA:CR41443,0,0,0,0,0,0,0,0,0,0,0,0
d4,1141,1857,3371,722,1811,1119,2271,2793,1868,1468,2114,1980
sxc,821,953,2308,500,2407,889,1095,845,1892,1414,1152,736
CG10465,867,866,2382,343,1472,760,1028,1197,946,577,1041,563
CG10395,273,386,801,242,562,309,583,344,440,397,540,155
IFT20,0,2,1,0,4,0,0,0,0,0,0,0
COX4L,0,0,0,0,0,0,0,0,0,0,0,0
CG10417,1759,2360,6355,995,3978,2212,1818,2968,2724,1655,2350,2106
lncRNA:CR42646,0,0,0,0,7,0,0,0,0,0,0,0
stw,528,395,271,141,409,255,326,325,752,364,294,511
CG30440,981,1444,2733,694,2860,1133,1195,1515,2634,1782,2625,2831
Ugt50B3,231,73,11,59,398,267,19,231,351,127,375,144
TpnC4,0,0,0,5,0,0,0,0,0,0,24,0
Fis1,1409,2303,6256,1139,2119,1430,2934,4014,1652,1173,2321,1352
CG17508,280,353,1246,88,859,632,1280,1164,1456,1073,2095,2554
hrm,481,1026,1854,447,972,826,683,705,886,963,740,356
CG1344,271,922,1482,392,1553,667,632,881,2950,1151,1660,1136
Not3,1387,2054,3850,1190,3277,1894,1517,1480,2306,3209,1276,2051
lncRNA:CR45472,0,17,49,8,28,4,71,7,36,0,2,22
CG8245,0,0,0,0,0,0,0,0,0,0,0,0
kune,4024,3772,13042,2347,4631,3987,4627,4904,3664,3362,5474,2748
scaf,0,65,42,45,456,18,145,164,0,253,0,0
Cndp2,1396,1612,3970,977,4918,2692,3428,2579,4106,2884,2200,2598
vlc,712,1510,1505,615,1702,1007,652,1506,1054,693,708,864
ap,0,2,0,0,19,0,0,0,19,0,0,30
l(2)09851,170,156,1159,132,38,213,165,139,615,798,578,416
CG34200,90,192,694,102,194,95,203,307,296,174,171,288
CG7791,472,631,2384,347,1392,712,703,886,1541,242,1770,556
Gp210,94,172,353,125,302,158,99,42,238,488,191,266
scaRNA:PsiU2-35.45,0,0,0,2,0,0,0,0,0,0,0,0
ZnT41F,31,47,372,114,137,93,48,16,48,21,35,389
Or42a,0,0,0,0,0,0,0,0,0,0,0,0
Tsp42A,0,0,0,0,0,0,0,0,0,0,0,0
Or42b,0,0,0,0,0,0,0,0,0,0,0,0
dpr12,0,0,0,0,0,0,0,0,0,0,0,0
CG44438,0,9,0,0,3,3,13,0,0,0,0,0
lncRNA:CR44125,0,0,0,0,0,0,0,0,0,0,0,0
CG43366,79,47,0,71,291,159,282,415,103,131,254,193
lncRNA:CR44126,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR46269,0,0,0,0,0,0,0,0,0,0,0,0
CG7882,0,0,0,0,0,0,0,0,0,0,0,0
CG7881,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44127,0,2,0,4,0,0,0,0,0,0,0,0
BubR1,0,4,0,21,0,0,0,0,498,0,96,0
mle,0,50,205,81,82,73,20,0,232,0,0,493
Src42A,742,1700,2206,426,2127,1007,1335,1330,1805,2013,1334,177
Act42A,77030,82721,225964,49596,209012,155273,158638,153357,56542,42949,86927,32552
Pngl,262,619,1554,312,719,480,269,323,1103,740,1159,1014
Strica,86,382,878,203,646,300,248,239,133,136,337,336
SCAP,36,155,217,124,276,93,198,58,333,129,175,316
CG14591,0,0,1,0,0,9,0,0,0,0,0,0
Tbce,96,98,743,141,400,338,242,414,114,224,269,60
asRNA:CR44130,0,0,0,0,0,0,0,0,0,0,0,0
CG34211,0,0,0,0,0,0,0,0,0,0,0,0
CG34212,0,0,0,0,0,0,0,0,0,0,0,0
CCHa2-R,0,0,0,0,183,0,0,0,0,0,0,0
CG7856,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44131,0,0,0,0,0,0,0,0,0,0,0,0
l(2)k09848,320,162,583,101,530,361,189,359,762,725,1301,653
CG7849,0,26,21,29,0,28,18,0,99,151,194,0
SmydA-5,0,0,122,0,0,0,0,0,0,0,0,0
Ars2,971,1017,5110,964,3215,1707,1323,1735,3165,2594,2103,978
EcR,91,96,193,68,261,65,73,45,760,946,203,399
CG14589,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-1,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Lys-CTT-1-1,0,0,0,0,0,0,0,0,3,0,0,0
tRNA:Asn-GTT-1-1,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Asn-GTT-1-2,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Asn-GTT-1-3,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43904,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-2,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Asn-GTT-1-4,0,0,0,0,0,0,0,0,0,1,0,0
tRNA:Asn-GTT-1-5,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Asn-GTT-1-6,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Lys-CTT-1-2,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Lys-CTT-1-3,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Lys-CTT-1-4,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Ile-AAT-1-1,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-3,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Lys-CTT-1-5,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-4,0,0,0,0,0,0,0,0,0,0,0,0
Cyp6w1,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-5,0,0,0,0,0,0,0,0,0,0,0,0
CG8343,0,0,0,0,0,0,0,0,0,0,0,0
CG11211,0,0,0,0,0,0,0,0,0,0,0,0
Ptr,2,41,42,33,175,14,1,8,236,0,15,152
tRNA:Asn-GTT-1-7,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Asn-GTT-1-8,0,0,0,0,0,0,0,0,0,0,0,0
CG30432,0,0,0,0,0,0,0,0,0,0,0,0
eIF3f2,0,0,0,0,0,0,0,0,0,0,0,0
CG30431,0,0,67,0,40,0,0,0,0,0,29,56
CG17994,0,0,0,0,0,0,0,0,0,0,0,0
Ttc7,84,221,93,33,403,368,257,403,614,373,1430,177
bin3,22,80,346,32,150,30,8,18,103,19,114,133
lncRNA:CR44161,58,33,0,0,13,4,0,0,0,28,0,33
tomboy40,0,0,0,0,0,0,0,18,2,0,0,0
Pld,165,257,616,126,218,116,684,185,195,46,69,139
lncRNA:CR46075,0,0,0,0,3,0,0,0,0,0,0,0
jing,48,354,421,266,205,119,225,36,203,322,123,235
lncRNA:CR45127,0,0,0,0,0,0,0,0,0,0,0,14
lncRNA:CR43905,0,0,0,0,0,0,0,0,0,0,0,0
CG15233,0,0,0,0,0,0,0,0,0,0,0,0
sisRNA:CR46361,0,0,0,0,0,0,0,0,0,0,0,0
CG33919,0,0,0,0,58,0,0,0,0,0,0,0
Vha16-1,3273,6560,11315,3422,10020,6285,5823,8346,12129,6808,7255,9569
Trap1,722,881,543,465,709,655,628,708,1642,2031,1674,1134
Bap170,3,60,148,0,19,1,0,20,143,1,18,0
Fmo-2,0,6,0,0,0,0,0,0,0,0,0,0
Debcl,121,258,307,104,277,425,169,164,446,393,221,313
Opbp,22,76,68,105,50,89,218,141,159,0,179,122
geminin,53,131,573,95,99,104,163,185,518,703,558,417
sced,27,266,425,157,435,151,18,194,128,506,642,364
Dpit47,970,716,1074,351,870,719,604,316,1153,665,1150,488
Adf1,1337,733,2800,372,1230,1430,1144,1490,1278,750,1525,587
lncRNA:CR45128,0,0,0,0,0,1,0,18,19,52,0,0
CG15908,45,177,495,125,137,90,410,266,194,121,95,274
CG9410,129,115,639,142,247,222,270,228,204,67,165,61
Hsepi,124,286,0,43,143,159,0,84,199,66,244,0
PGAP3,324,669,1071,173,842,470,884,885,640,285,561,656
CG17266,85,134,514,93,161,102,149,271,343,370,254,274
CG9422,156,119,1088,174,180,127,237,284,358,318,455,288
Tdc1,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44164,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR44165,0,0,0,0,0,0,0,0,0,0,0,0
CG15909,0,0,0,0,22,0,0,0,28,0,0,12
Tdc2,0,0,0,0,0,0,0,0,0,0,0,8
CG3270,0,0,0,0,5,0,0,0,49,25,13,0
Mob4,2203,2091,5549,1338,3681,3198,2313,3140,2245,1397,2569,1120
Rab2,2201,1734,5537,913,3969,2103,2863,2943,2131,1262,2557,1109
CG45092,0,0,0,0,0,0,0,0,0,0,0,0
chk,0,0,0,0,0,0,0,0,0,0,0,0
mir-4975,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43611,0,0,0,0,0,0,0,0,0,0,0,0
Zip42C.1,0,0,0,0,0,0,0,0,0,0,0,0
Zip42C.2,0,0,0,0,0,0,0,0,0,0,0,0
l(2)01289,0,0,0,0,41,5,0,0,0,56,0,0
phtf,57,216,0,32,152,114,37,172,218,221,318,0
Mccc2,109,162,460,114,376,237,194,206,853,703,536,606
Eb1,3395,3176,6920,1501,8617,4922,5475,5248,4793,2748,4464,2143
CG3420,185,372,1475,240,453,238,396,594,781,281,757,401
CG9436,154,309,409,235,561,456,438,129,511,718,658,379
Epac,1,42,0,18,78,4,0,34,208,0,0,0
Cyp6a2,0,0,0,0,0,0,0,0,0,0,0,0
SdhB,431,496,1402,305,1055,836,351,495,1708,952,2016,955
CG15237,386,381,1313,197,684,331,520,423,259,221,451,232
ubl,132,286,590,117,196,165,334,394,303,157,225,263
koi,105,140,514,110,228,96,27,118,319,57,100,207
lncRNA:CR44442,0,0,0,0,0,0,0,0,0,0,0,0
CG15236,0,0,0,0,83,53,71,14,0,0,0,0
CG34215,0,25,0,0,6,2,0,17,34,26,53,179
mir-4976,0,0,0,0,0,0,0,0,0,0,0,0
CG9445,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44166,0,0,0,0,0,0,0,0,0,0,0,0
coro,623,1288,2383,464,2329,1572,1306,1608,3767,2685,2447,2536
CG9447,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR44169,0,0,0,0,0,0,0,0,0,0,0,0
Spn42Da,197,360,802,198,569,351,346,223,349,404,522,1394
Spn42Db,0,0,0,0,0,0,0,0,1,0,0,48
Spn42Dc,0,21,0,30,50,0,0,0,29,0,0,303
Spn42Dd,0,0,0,10,45,3,5,0,2,0,0,965
Spn42De,16,66,13,0,24,24,31,49,62,0,13,0
CG30158,0,0,0,0,0,0,0,0,0,0,0,0
CG3358,165,128,74,117,317,186,75,178,146,233,446,378
mim,0,8,78,0,1,0,2,0,0,62,42,15
CheB42b,0,0,0,0,0,0,0,0,0,0,0,0
CheB42c,0,0,0,0,0,0,0,0,0,0,40,0
tRNA:Lys-CTT-1-6,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Lys-CTT-1-7,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Lys-CTT-1-8,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Lys-CTT-1-9,0,0,0,0,0,0,0,0,0,0,0,0
CheB42a,0,0,0,0,0,0,0,0,0,0,0,0
ppk25,0,0,0,0,0,0,0,0,0,0,0,0
Cyp6u1,0,133,47,79,70,32,59,141,396,254,252,42
CG30157,0,17,0,1,0,0,19,0,16,0,44,0
vimar,177,440,523,241,631,588,563,777,630,641,734,659
lncRNA:CR44170,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44171,0,0,0,0,0,0,0,0,0,0,0,0
CG30156,0,2,0,0,24,17,86,4,0,0,0,0
CG17002,120,41,716,18,304,257,171,321,207,113,207,72
Tsp42Ea,4,6,2,5,7,4,9,3,9,0,3,5
CG30159,562,216,1381,348,1267,616,769,552,872,847,1406,538
Tsp42Eb,0,0,0,0,0,0,0,0,0,0,0,0
CR42785,0,0,0,0,0,0,0,0,0,0,0,0
CG30160,0,0,0,0,0,0,0,0,0,0,0,0
Tsp42Ec,0,0,0,0,0,0,0,0,0,0,0,0
Tsp42Ed,57,0,0,0,315,141,496,341,0,0,0,1549
Tsp42Ee,12308,10589,29188,6094,30861,16765,23789,21058,20938,15346,23783,11965
CG43646,0,0,0,0,11,3,0,0,0,0,0,0
CG43647,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44172,0,0,0,0,0,0,0,9,0,0,0,0
Tsp42Ef,538,886,1315,436,1204,811,908,962,483,653,789,819
Tsp42Eg,0,0,0,0,76,0,0,0,0,0,0,0
Tsp42Eh,0,0,0,0,0,0,0,0,0,0,0,0
Tsp42Ei,0,0,0,0,0,0,0,0,0,0,0,0
CG33914,0,0,0,0,0,0,0,0,0,0,0,0
CR12842,65,39,193,26,179,66,91,148,10,23,30,3
Tsp42Ej,77,33,180,66,145,67,90,97,52,0,141,943
Tsp42Ek,1,43,0,22,71,8,9,37,22,16,1,1136
Tsp42El,0,32,0,23,53,12,156,1,138,122,74,837
lbm,45,49,132,0,0,4,30,23,0,141,64,104
Tsp42En,0,0,0,0,0,0,0,0,0,0,0,0
Tsp42Ep,0,29,2,0,60,9,116,46,302,47,472,8158
Tsp42Eo,0,0,0,0,0,0,0,0,0,0,0,0
Pgant3,201,421,427,173,739,474,316,636,417,346,57,9
Tsp42Eq,0,0,0,0,0,0,0,0,0,0,0,7
Tsp42Er,0,0,0,0,0,0,0,0,0,0,0,128
CG12836,0,0,0,0,0,0,12,0,0,0,0,0
tRNA:Thr-AGT-2-1,0,0,0,0,0,0,0,0,0,0,0,0
CG12831,0,0,0,0,0,0,0,1,0,0,0,0
tRNA:Thr-AGT-1-2,0,0,0,0,0,0,0,0,0,0,0,0
esn,8,5,0,0,0,31,0,0,0,0,27,0
Cyp9b1,0,0,0,0,0,0,29,0,0,8,24,164
Cyp9b2,0,0,0,0,14,1,0,0,10,0,26,1673
lncRNA:CR44443,0,0,0,0,0,0,0,0,0,0,0,13
Spn43Aa,196214,146085,376430,73961,318832,188642,199688,226896,62904,45088,122626,63362
CG12828,8,9,20,0,10,4,12,1,0,0,0,0
lncRNA:CR44200,0,9,0,0,0,6,6,0,0,0,0,0
pk,11,16,136,13,171,24,0,43,2,3,25,18
Spn43Ab,0,3,0,0,0,2,0,0,0,75,31,805
Spn43Ad,0,0,0,0,0,0,0,0,0,0,0,0
nec,0,0,0,0,0,0,0,3,0,0,0,466
CG11060,0,0,0,0,0,0,0,1,0,0,0,0
CG33140,0,0,0,0,0,0,0,0,1,0,0,0
CG30385,0,0,0,0,19,0,0,0,5,0,0,0
CG30384,0,0,0,0,0,0,0,0,0,0,0,0
Or43a,0,0,0,0,0,1,0,0,0,0,0,0
Ady43A,1053,752,741,260,1999,1125,971,1164,69,0,334,265
Gadd45,494,342,207,158,172,354,309,439,266,236,142,198
lncRNA:CR45280,0,0,0,0,0,0,0,0,0,0,0,0
CG1850,0,0,0,0,88,0,0,0,0,0,0,0
Br140,19,0,0,3,42,13,0,0,0,0,61,41
Incenp,21,46,9,5,0,22,0,0,182,185,349,0
pwn,454,663,709,342,585,466,332,447,827,237,627,316
CG12164,0,0,0,0,0,0,0,0,2,0,0,0
Dscam1,69,235,422,116,427,76,44,56,241,148,501,447
asRNA:CR45129,0,0,0,0,1,0,0,0,0,0,0,0
asRNA:CR44071,0,0,0,0,0,0,0,0,0,0,0,0
cos,268,176,0,78,38,98,142,138,177,128,334,61
Dhx15,309,658,1130,615,773,1023,542,721,3275,1730,2566,1564
