Geneid,WT1_quant,WT2_quant,WT3_quant,WT4_quant
Ada2b,56.831942,57.787786,66.095001,56.831152
CG9636,41.201297,49.791546,55.482619,42.406128
CG9630,35.653517,25.92392,32.99293,31.664604
CG11671,0.19621,0,0,0
CG11672,0,0,0,0
CG9626,0,0.004242,0,0.204514
mRpL1,100.346828,76.198584,76.012993,84.567611
tex,85.016623,66.418657,92.667276,78.869938
CG11693,0,0,0,0
CG11694,0,0,0,0
CG11698,0,0,0,0
CG7483,132.38879,109.153919,123.432654,112.477963
Coq2,9.63646,8.911441,10.053932,5.273213
Or85a,0,0,0,0
CG7443,0,0,0,0
CG9601,25.951894,24.414721,26.364313,27.342137
COX7AL,0.752632,0.468294,0.664037,0.342262
DppIII,204.112624,270.249562,250.223175,227.364435
CG7352,12.243775,8.932256,9.577073,11.964355
CG9684,61.062648,74.538528,67.176757,55.642089
CG7963,0,0,0,0
Obp85a,0,0,0,0
Or85b,0,0,0,0
Or85c,0,0,0,0
CG11737,16.353974,17.958177,25.088366,18.877167
Or85d,0,0.120554,0,0
Cyp313b1,1.544926,1.237266,3.153478,4.552236
SLIRP2,45.729375,40.282386,46.256669,50.142138
CG11753,131.575983,114.06572,117.831922,116.024289
CG8032,8.359242,14.62507,13.198747,12.224863
CG8036,368.223726,363.892806,355.518689,385.295397
mRpL19,175.789845,114.289994,163.125671,116.880174
CG9773,102.755537,108.291734,104.947822,87.445269
CG8043,7.70774,9.26957,10.587646,7.506348
CG11755,13.106671,12.584463,14.944776,15.704642
CG8112,0.359014,0.75623,0.070671,1.999911
Cks85A,145.435147,101.169833,87.837476,102.679209
TMEM216,12.297689,15.628529,17.429721,15.890866
CG11760,0.493359,0.897405,3.463081,2.314163
CG8136,0.499814,0.168088,0.571373,0.214691
nom,19.24095,12.115956,10.406608,15.686546
ouib,0,0.311508,0,0.161727
CG8159,9.451146,10.668636,7.35239,7.769022
ranshi,5.736655,8.227158,4.290023,6.255286
M1BP,179.841678,156.041968,201.324054,149.403172
CG8202,25.135403,39.237138,30.474369,37.944014
CG9801,9.416011,22.518479,16.173243,16.623066
CG8223,258.009638,296.676708,290.959036,264.678951
CG11768,0.275029,0.155504,0.165546,0.140298
CG8236,0,0,0.501652,0
CG13318,0,0,0,0.12768
Ir85a,0.041407,1.178899,0.013331,0.208894
CCT7,579.64374,714.607615,647.9206,727.287188
CG9839,120.821041,59.631214,89.744356,73.393707
hng2,19.192086,22.582704,25.038275,17.937172
CG9837,0.404529,0.209803,0.688889,0.241933
CG9821,437.402389,414.568157,588.43214,353.508401
IscU,142.329124,120.107051,131.644369,125.212128
CG8379,15.346574,27.509783,20.528543,24.753254
ScsbetaA,126.521769,120.056953,105.205354,145.533069
CG11964,75.617674,73.34184,79.453804,72.016442
CAHbeta,0.218703,0.694623,0,0.608339
RagA-B,33.859289,32.560316,30.006869,30.65357
CG11975,77.859944,84.492671,88.046992,78.211568
CG11977,0,0,0,0.05791
CG11980,257.852211,219.478999,232.613014,195.239921
CG11982,69.285611,62.422157,62.205459,62.857311
CG11983,0.70088,0.242923,0.973483,0.196072
Kcmf1,79.167735,76.325345,91.547058,70.118997
CG11986,27.37379,22.181504,20.801743,23.950909
hyx,43.986847,40.18802,43.139957,45.453975
Kdm2,10.315218,11.138353,7.403734,17.627254
beag,31.0405,37.764552,44.13248,32.524128
Ada,26.39618,19.338327,17.20486,23.655444
CG11997,0.145605,0.30202,0.182462,0.246145
CG8420,31.017476,96.661903,39.383419,32.773704
St2,79.755873,145.437933,93.223618,88.05492
CG16734,93.161688,60.809697,79.497896,64.839541
CG16736,1.708174,1.64713,0.930718,2.813242
Ibf2,117.332091,64.142534,57.693787,91.04038
Ibf1,122.373316,78.337268,112.317526,84.643119
ATP6AP2,404.997028,324.169317,377.614597,289.772977
sage,1.995504,1.374732,1.697407,1.82753
HP1e,0,0,0,0
CG8861,0,0,0,0
CG12951,0,0,0,0
CG16749,4.449777,3.03913,3.598894,3.990063
Aduk,32.85128,27.191549,31.172248,23.772276
pasi2,220.797136,263.30629,263.890581,205.850655
CG18473,0.036776,0.200007,0,0.126329
Srr,0.105792,0.23258,0.304322,0.116985
Or85f,2.167224,2.707408,2.496717,3.619016
RpL34b,802.18874,683.676849,581.848298,786.545256
CG8132,102.287939,63.94385,55.099385,71.883219
CG9356,47.090301,48.686564,46.206693,35.534105
CG8135,29.673293,41.72233,38.557628,36.516624
Task7,0,0,0,0.02414
GstZ1,44.421917,46.900445,39.610337,48.720874
GstZ2,4.126931,2.640372,5.922264,1.731953
CG16779,0,0,0,0.003347
CG8149,63.786878,66.089674,60.766821,78.434071
CG8176,16.720438,29.769301,27.025007,32.102429
JHDM2,24.927446,25.987932,24.276519,25.62895
mura,18.912986,34.726366,23.871143,34.574183
RnpS1,171.71488,158.42896,161.822315,154.952886
CG9386,25.265752,19.899525,19.541535,22.494422
CG8199,37.832222,30.406654,29.148049,26.724012
CG9393,28.911301,30.740367,37.936094,35.435959
CG16789,0.792124,0.467939,0,0.02556
CG16790,15.14059,14.072454,14.357514,14.371529
CG9396,0.166748,0,0.401126,0.075124
CG9399,7.776752,8.79985,11.168242,6.181595
CG8273,4.626169,6.021954,5.511825,5.131183
CG8301,0.177647,0,0,0.113845
P58IPK,44.78796,87.439429,77.093101,60.516475
bocks,32.02471,48.606313,48.774938,44.265939
CG8312,14.361178,18.858743,20.567931,22.138864
CG9427,124.069724,132.391518,100.241258,144.490609
CG8319,12.340928,17.11647,15.781783,15.230331
SpdS,311.461061,176.872275,250.660845,217.123714
Fst,0.384559,0.077285,0,0
CG9492,0,0.015551,0.098936,0
CG8358,0.115712,0,0,0
p23,1165.803073,955.526852,892.836394,1119.761173
CG9444,1.139851,0.706184,1.434408,1.98817
CG18542,0.003348,0.001769,2.50E-05,7.00E-06
trbd,17.290903,25.919787,24.00271,18.068662
side-VII,0,0.083841,0,0
Pnn,28.312048,36.452071,29.713907,36.017199
CG12948,121.182463,155.364981,121.004101,130.279552
CG16908,15.031748,15.742682,13.232496,15.793026
Rpt3R,3.206845,3.952342,2.409561,2.604841
CG8412,16.649487,18.858258,19.624281,16.626516
CG8417,51.666785,45.548553,46.104962,38.605053
CG8478,67.369112,39.666037,54.886724,54.600343
CG8481,106.310503,74.604645,89.900358,70.47006
CG9471,205.588636,142.487088,145.309333,142.297546
Whamy,0,0,0.015811,0.101365
topi,0,0,0,0
CG12947,3.791716,5.062791,8.034536,3.925538
CG8500,1.64148,1.730743,2.990017,2.799935
CG12945,28.706064,38.857988,45.180851,34.068232
CG8507,166.481436,191.056557,179.635175,153.144871
CG8516,28.446947,40.996861,44.121969,46.726355
CG9467,24.784927,44.877653,40.24251,37.181961
CG8526,0.061146,0.036547,0,0.257151
FBXO11,32.411598,48.923163,36.045168,59.494825
CG8534,0,0,0,0
eloF,0,0,0,0
CG16904,0,0,0,0
CG9459,0,0,0,0
CG9458,0,0,0,0
Teh1,0,0,0,0
Art4,66.453496,79.186304,73.947027,87.598945
Spn85F,0.055516,0.04418,0,0.124436
CG5359,15.827202,11.936378,12.538369,12.827606
CG11722,27.950787,20.035609,20.433268,21.796301
mtTFB2,38.493667,29.336692,43.030161,28.532247
CG12811,76.158759,68.323352,76.083113,68.416282
ohgt,13.168031,17.614981,15.612254,14.941367
Fancl,3.369342,2.066317,5.016926,4.51223
Npc2d,0,0,0,0
Npc2c,0,0,0,0
CG5361,0,0,0,0
CG3940,1.74279,3.017592,8.120385,7.146127
TAF1B,20.729458,27.51701,29.442612,25.203226
CG6254,29.113355,28.230072,34.821131,27.078336
CG12814,39.511777,46.299515,30.487187,57.875555
CG12420,0,0,0,0
CG12817,0,0,0,0
CG3999,0.025421,0.030153,0.016507,0.010585
Sirt6,27.614623,21.757756,19.525345,15.345903
CG6293,0.453262,0.041573,0.014341,1.632274
CG12818,13.694222,12.603415,8.853508,9.520274
sle,34.714135,30.934217,29.501522,42.487263
CG12592,4.53869,2.930984,3.256332,4.500175
CG18545,0,0,0,0
CG6325,13.67924,16.17156,13.362297,18.664125
Rrp46,161.83988,102.848103,127.252839,103.867855
CG6345,4.244378,3.978375,1.988282,3.988882
Cyp12e1,2.674447,1.80094,0.499782,10.47285
CG6465,0,0.042518,0,0
CG14688,0.041691,1.435394,4.080775,3.393051
CG14683,103.136086,81.917911,85.325951,96.38732
CG14684,7.356259,7.384072,7.732318,4.902379
CG14689,0,0,0,0
CG4073,0,0,0,0
tomboy20,0,0,0,0
CG14691,0,0,0,0
Cap-H2,11.192725,15.510815,12.833404,13.406515
Desi,0,0,0,0
Art1,233.88978,218.753519,254.146843,255.60538
CG14687,0.706428,40.032964,13.438773,20.601533
CG14692,0.02598,0,0,0
CG14693,27.892296,11.529695,21.834486,16.536907
TTLL15,25.272744,40.9004,37.39514,19.949335
CG4565,5.771,4.21686,4.771291,5.479321
CG6567,85.349715,70.341042,76.876242,69.648986
CG4511,198.100182,224.286168,236.375454,197.600988
CG4570,2.555217,1.953381,2.093557,2.901854
CG14694,0.27032,0,2.226674,0.173013
CG6574,31.731376,29.352951,30.905327,24.388965
Tsp86D,21.857411,30.276315,29.284565,23.791641
CG4596,0,0,0,0.088703
CG14695,0.432531,0.052471,1.093076,0.782018
Tpc1,21.053864,21.54859,21.25673,21.267473
CG14696,19.89454,23.418685,22.094919,27.876278
CG6621,14.900087,12.966572,14.587167,17.614972
Leash,26.137668,47.64891,39.174044,40.242716
Tengl4,0,0,0,0
CG6629,0,0,0,0
CG4706,0,0,0,0
CG18577,0,0,0,0
SdhC,838.539543,609.919361,709.245759,583.521609
Tctp,1964.150855,2028.92094,2017.24159,1988.407541
ZnT86D,131.869682,171.935732,179.461447,113.300285
CG4820,14.017883,13.626284,14.162262,17.382967
CG6689,15.854527,11.169374,10.322493,10.027227
CG6693,154.544247,106.734051,139.451693,125.167051
scpr-C,0.420714,0.27161,0.757447,0.193887
CG17726,18.96058,8.762628,12.924651,11.77395
GCC88,39.418593,33.722283,34.975701,33.700814
CG17187,18.645933,14.151357,13.083742,13.709569
CG14701,75.070816,46.274314,52.857691,46.344759
Arfip,43.366057,50.605038,61.261893,44.295329
CG17721,111.024415,101.374241,79.555335,83.262794
scpr-B,0,0,0,0.049167
scpr-A,0.252822,0.071421,0.291569,0.051067
CG17734,97.613632,127.760845,103.87742,115.896108
CG5214,308.499754,310.892803,303.492488,261.870857
mRpL40,58.14919,39.629736,34.329546,45.906521
Ranbp9,63.595822,64.96722,66.89949,77.158194
CG6723,0,0,0,0.053678
ninaG,0,0,0,0
CG5270,1.416791,0.97506,1.084077,2.431429
Dtd,21.189659,20.560188,19.711686,17.68989
RpL24-like,313.145724,220.480994,218.229212,323.372096
CG5276,27.116572,28.973818,41.299235,24.686092
Exd2,48.155741,53.31347,45.231773,42.972227
CG5281,0.390632,0.95312,1.142218,0.615697
PGRP-LB,0.57397,0.248262,0,1.19625
dpr5,0,0,0,0
CG14708,0,0,0,0
CG10898,14.407107,20.498,20.901809,16.740061
sea,132.398486,127.757256,115.371952,122.142283
fabp,272.49566,352.651378,297.741359,479.793912
CG6790,0,0,0,0
CG5342,0,0,0,0
wkd,36.307166,38.744489,46.191662,31.937524
CG6791,17.310168,29.63158,23.91386,35.404315
CG14710,21.968029,25.945644,22.038966,17.661182
CG6808,9.917094,8.491582,8.642838,7.765574
CG14711,37.234346,26.065234,37.25752,31.233595
CG6813,10.747558,6.639073,14.410974,9.528877
CG14712,5.824723,8.976241,7.001104,12.845266
Elp1,20.681677,24.397099,18.976134,30.315984
CG14715,387.996899,261.553577,264.411025,252.302809
CG18476,4.613196,4.2573,4.089434,4.456887
Ho,43.375163,38.132051,52.883234,33.408547
CG6830,0.081702,0.135554,0.072809,0.110127
CG6834,0,0,0,0
CG6908,0.265753,0,0,0
Fer3,0,0,0,0
CG14718,0.041468,0,0,0
CG14720,0,0,0,0
CG12594,0,0,0,0
CG14721,24.455997,16.347055,19.742744,15.899513
CG14722,31.058185,38.268884,34.926268,34.520857
CG6923,4.810696,6.388061,6.462051,6.608063
CG17360,2.255487,5.504889,4.460347,4.87033
HisCl1,0.221463,0.049597,0,0
CG6950,91.892411,64.946887,78.24749,75.29738
CG6959,35.85428,46.764254,43.416062,52.958635
CG6962,21.681961,27.679208,27.427025,24.243109
mthl5,55.241133,97.747695,84.341885,100.065195
CG6971,0.110662,0.203381,0,0
Cad87A,5.663017,7.792158,5.482356,9.290409
CG14731,0.734875,0.056136,0.104895,0.159952
GC2,0,0,0,0
CG10005,63.211781,94.441403,63.996915,84.77484
CG18547,46.261449,60.424012,41.565076,52.179736
CG12224,23.105618,21.071552,26.945147,15.503926
CG3397,0.323788,0.290346,0.426344,0.408843
Tk,0,0,0,0
KLHL18,50.484869,42.586682,57.472082,34.841247
GCC185,7.425414,12.693349,11.260351,10.218358
DCAF12,24.877465,28.268773,34.997254,23.512992
Spt3,22.462266,24.254282,24.244862,25.230602
ssp5,0,0,0,0
CG14736,0,0,0,0
CG14739,0,0,0,0
CG14740,0,0,0,0
ATP8B,0.823633,1.023445,1.071689,1.161183
CG4702,8.386255,2.119528,2.411886,3.354233
dpr15,0,0,0,0
eIF3d2,0,0,0,0
CG3809,0,0,0,0
CG4830,0,0,0.077113,0
CG14742,0,0,0,0
Cog1,28.40355,37.837329,35.141853,30.065619
CG4860,58.14696,33.955831,39.380629,52.918343
CG10014,0.557117,0.37349,1.585263,0.836386
CG17404,0.329778,0.811857,0.037158,0.289997
CG12256,7.732219,5.269802,5.339393,9.363809
CG3916,0.204429,0,0,0.494017
Cyp313a5,0,0,0.533355,0
Cyp313a2,0,0,0.043641,0
Cyp313a3,0,0,0,0
CG3942,0,0,0,0
CG17738,36.268261,43.462042,56.05656,111.410469
CG4066,0,0,0,0
CG10013,0,0,0,0
CG10038,65.95596,59.692122,69.047931,60.181028
CG10041,0.478475,1.268494,1.104495,0.603233
MBD-R2,25.350508,33.259436,28.111501,42.445404
CG4115,43.132226,32.210284,49.747687,76.632376
Tim17a1,0,0,0,0
GstD9,59.943917,70.344394,94.974868,59.068233
CG10035,0,0.092225,0,0
GstD11,0,0,0,0
CG10096,0.200169,0,0,0
CG10097,0,0.034482,0,0
Cyp9f3,2.356072,1.452367,1.855734,3.8455
Cyp9f2,2.743217,1.303738,1.928985,2.494636
CG5167,41.425289,29.950162,33.555886,36.191147
CG5196,40.038207,54.149204,45.715533,46.137779
Scgbeta,0.474257,0.144787,0.563157,0.586811
CG17202,267.680332,214.532665,211.938469,183.900633
NANS,0.042114,0.076516,0.248691,0.291863
CG5641,194.816711,185.317155,194.012057,192.71764
CG5245,4.59724,2.030999,4.821371,3.198806
CG5844,112.491228,101.434648,104.731845,103.379326
CG17207,0,0,0,0
CG5538,0,0,0,0
CG18549,28.272797,28.786987,22.669187,30.69157
CG5509,0.183665,0,0,0.081386
trus,17.354276,16.093631,17.236243,13.264452
CG5961,51.821613,29.865989,47.958454,29.227218
CG12267,26.010522,22.531639,23.26091,25.735292
CG5608,32.829529,39.287841,50.151146,34.011681
Octbeta2R,0.007988,0.016066,1.046821,0.296634
Snx3,302.249285,340.460164,333.889125,252.180381
CG11598,0.15173,0.022937,0,0.55382
CG11600,0,0,0,0
CG11608,0,0,0,0
CG6753,4.385225,19.680568,16.524023,17.044661
Dtg,29.849748,42.504464,26.818514,37.720065
CG6225,0,0,0,0
CG14395,0.472128,0.483051,1.288206,0.640876
Gnmt,0,0,0,0.127933
Cyp313a4,0.057485,0,0,0.389424
CG14391,0.543487,0.945944,0,1.073504
NijC,44.882243,82.030213,62.32159,43.416378
CG12279,285.616368,232.241119,210.828462,207.708716
CG5724,0,0,0,0
CG5999,0.256367,0,0,0
beat-Vc,0,0,0,0
beat-Va,0,0,0,0
CG10126,11.379942,8.054745,2.538378,7.641412
d-cup,0,0,0,0
CG10909,0,0,0,0
beat-Vb,0,0,0,0
Cyp304a1,0,0,0,0
CG14384,0,0,0,0
CG7381,0.114526,0.077857,0,0.110876
CG7091,0.67275,0.734207,0.441301,3.224028
Paip2,31.031836,38.400157,25.853437,38.809461
CG14383,0.18477,0.224354,0.181404,0.524301
yellow-f2,0.090424,0,0,0
CG7488,49.146027,39.958669,47.234689,42.200826
CG17327,386.399054,194.314031,253.370492,195.995474
CG7518,8.032799,9.071005,7.059166,20.28297
CG11656,2.499496,1.382886,2.131903,2.117283
CG8031,129.750583,204.496356,172.064618,149.181129
CG11668,0.206215,0.144777,0,0.029263
CG11670,4.102636,0.364698,0,0.486676
CG7966,8.881761,8.281145,6.332002,10.96041
timeout,6.493967,6.290569,4.769207,8.103789
CG8138,0,0,0,0
CG8508,0,0,0,0
CG14380,0,0,0,0
CG8141,0,0,0,0
CG8483,22.916386,41.927216,18.222778,18.361015
CG8476,0,0,0,0
Ravus,18.169649,21.256401,25.482304,18.546953
TBC1D5,41.420864,45.558584,50.638284,50.837763
CG8630,6.999918,4.00255,5.357388,9.970307
CG15888,0,0,0,0
CG15887,2.105139,2.676625,1.138004,3.879737
Osi22,0,0,0,0
wntD,0,0,0,0.141009
CG8773,0.012943,0,0.01682,0.205785
CG8774,0,0,0,0
PK2-R2,0,0,0.464746,1.008168
PK2-R1,0,0,0.410791,0.518533
CheA87a,0,0,0,0
CG9813,0.336505,0,0.518984,0
CG8870,0.038287,0,0.04711,0
Droj2,351.826126,397.920587,444.363309,390.530968
CG9799,66.774159,60.63022,72.327687,71.795796
CCHa2,0,0.120435,0.379126,0
CG14377,0.10165,0,0.064732,0.350159
GILT1,956.73263,875.979308,758.842531,1065.797244
yellow-e3,41.901249,34.946762,34.709335,44.503857
yellow-e2,49.042067,40.639563,41.356662,49.059745
Ir87a,0,0,0,0
side-IV,1.505107,3.400604,1.41158,2.276226
CG12538,0,0.262915,0,0
CG14370,0,0,0,0
CG14369,0,0,0,0
CG9759,0,0.569123,0.314896,2.186758
CG9269,0,0,0.074535,0
CG10841,0.196544,0,0.370833,0
Task6,0.094737,0.090069,0.141477,0.087693
CG9588,125.105731,97.651402,92.001191,91.860099
Lkb1,23.905285,23.825239,25.995866,20.729071
omd,25.425863,29.341137,21.401949,31.292349
CG14367,0.302328,0.077936,1.343628,0.544536
Adgf-D,0.190043,0.114403,0,0
Adgf-C,0,0.136631,0.066429,0.365256
CG9312,104.534494,152.334219,127.074331,112.510161
Cht5,49.33324,90.966696,56.813059,104.045567
CG9297,0.18714,0.077612,2.827142,2.58173
CG9286,176.87965,119.486797,153.69561,143.715528
CG14362,0,0,0,0
Art9,0.37241,0.113407,0.643955,0.081481
Art6,0,0,0,0
CG9926,0,0,0,0
CG9925,0.652479,0.120402,1.205911,0.067945
Cyp6d5,0.644038,1.378108,8.633822,1.909972
CG3061,91.211113,83.043806,99.609781,76.745845
CG9922,207.395857,153.919904,163.1877,167.202782
foxo,8.460091,10.086579,9.652298,8.774646
Npc2b,3.447973,6.28457,5.004498,13.001969
CCHa1,0,0,0,0
CG9920,0,0,0,0
PK1-R,0,0,0,0
CG12402,0.102112,0.101649,0.295887,0.094468
Or88a,0,0,0,0
CG14357,0,0,0,0
Kif19A,0,0.00903,0,0.063503
twf,113.489043,133.313357,150.297638,83.687238
CG14356,0.0773,0.095862,0.261586,0.551811
CG14355,0,0,0.016452,0
CG9722,0,0,0,0
CG3199,0,0,0,0
CG9649,0,0,0,0
CG9624,0,0,0,0
CG9616,0.447363,0,0,0.390646
CG14840,0,0,0,0
CG14841,0,0.133327,0,0
CG14839,0,0.030311,0,0
CG3259,0.331221,0.297547,0,0.380724
Afti,3.711444,7.233949,4.295414,6.584892
ATPsynE,1020.43031,866.26818,806.360055,851.879044
soti,0,0,0,0
HtrA2,19.163371,18.247282,17.535808,14.722239
mRpL11,56.049176,39.535567,38.552525,40.826065
CG8461,30.340591,24.966725,31.520286,31.639296
Cyp313a1,0,0,0,0
Pde6,0,0.016826,0,0.09279
CG14854,0,0,0,0
CG14850,0,0,0,0
CG14851,0,0,0,0
CG8087,0,0,0,0
CG14852,0,0,0,0
CG8066,17.589967,11.79518,9.596868,14.426621
CG7987,19.074661,27.752336,28.367255,36.501689
CG14853,0,0,0,0
Cad88C,0.037064,0.018215,0,0.159665
CG7886,0,0.042195,0.430875,0
CG3505,6.423999,8.933565,6.675356,9.324913
Hexim,57.205545,59.758125,66.285358,56.907256
BigH1,0,0,0,0
CG7530,16.458843,11.4343,12.007251,13.496481
smp-30,0.747695,0.709841,0.140099,0.346746
CG7362,0.129539,0.010851,0.092127,0.122693
CG14855,2.371137,1.548561,3.812225,2.769719
CG14856,0.134398,0,0,0.280979
CG14857,0,0.05219,0.056951,0
CG3610,0,0,0,0
CG3631,9.184898,9.714608,9.498863,8.069582
Rrp6,35.257222,44.876303,46.499102,45.768287
UQCR-C1,817.291788,661.340242,738.763026,658.466611
CG7265,66.700879,44.921322,58.506763,61.29087
CG14860,7.226365,4.31666,5.686823,5.807161
Nup93-2,54.873195,52.508532,56.201253,58.200658
CG3817,88.543285,54.713937,64.964326,54.3232
RpS5b,0.308202,0.381592,1.402993,0.937295
Sdr,24.078606,21.487024,33.659703,27.735479
CG14861,0,0,0,0
RpL10Aa,0,0,0,0
dpr9,0,0,0.008943,0.221466
CG6974,0,0,0,0
CG6966,9.448483,12.328928,12.58403,14.923093
CG6912,16.684266,13.352348,16.05119,15.876428
CG3984,6.794794,5.506182,4.231507,7.210494
CG3987,1.846574,1.765723,1.575753,1.625645
Mf,7.051357,18.677571,271.048755,137.035693
Gyc88E,0.019315,0.011373,0.01833,0.100944
CG6752,1.20915,2.002937,2.063323,1.670319
Spn88Eb,0.258615,0.038891,0,0.634575
Mau2,24.065502,22.797691,17.895367,21.475904
CG6654,35.590724,30.700419,45.476068,26.719249
CG4210,90.042095,65.112345,88.211928,54.9617
SIDL,8.296067,15.803697,12.225852,15.19698
CG12241,30.266278,37.615873,30.535446,34.555383
Art3,37.426959,33.447589,40.97091,43.342718
mRpS10,205.113452,171.954515,217.565133,159.094354
Amt,0,0,0,0
CG14864,0.428776,0.11295,0.483667,0
Zip88E,8.641999,7.103696,6.653561,7.974332
CG4338,67.538424,47.590794,40.511408,49.732129
CG14866,0,0,0,0.043268
CG6276,57.020619,41.987588,47.124112,54.899609
CG6236,44.997106,34.445262,35.095688,46.714584
mRpL9,91.962573,72.979567,65.292707,75.176184
Sra-1,44.755727,74.085153,51.510019,74.847237
CG6218,15.398869,15.605051,14.395161,17.645483
CG5038,9.679084,16.355712,12.60669,11.764146
Atg4b,19.157386,19.681841,25.55843,16.185015
CG5044,81.620215,79.438507,77.744523,77.41592
Trax,123.704783,94.921653,103.329847,106.283392
CG14868,0.070506,0.211317,0.185715,0.278951
Ccm3,73.761122,74.561538,59.70516,61.319795
CG6136,12.233628,13.402774,9.946406,10.31251
h-cup,0,0.05324,0,0
CG6125,0,0.021202,0.515119,0.289321
CG6118,0.052957,0.011216,0,0
B9d1,0,0,0.080376,0
Trissin,0,0,0,0
obe,3.372094,4.57579,5.014819,4.935626
CG5213,0.342736,0.298251,0,0.127371
AOX2,0,0,0,0
AOX3,6.135185,5.204084,5.274034,5.064562
AOX4,0.043691,0.232767,0,0
CG5399,0.662229,4.339994,4.049904,10.735895
CG5404,0,0,0,0
CG4520,0,0,0,0
CG12784,0,0,0,0
CG5623,0,0,0,0
CG4525,0,0.182514,0.705544,0
CG5614,0,0,0,0
CG9590,49.971413,48.383169,55.010934,39.055257
CG9589,0.213928,0.39056,0,0.139203
Acyp2,103.670382,71.644009,72.475321,79.421081
CG9593,39.268364,26.832536,27.227229,47.780471
CG4576,0.331696,7.815446,2.087775,1.528786
Arpc3A,407.688347,379.431657,426.525193,304.596091
Pbp45,14.936745,8.345657,10.4531,8.704397
CG4546,0,0,0,0
Hmt-1,13.441846,24.282996,21.368038,22.809767
CG9632,0,0,0,0
CG14877,0,0,0,0
EndoU,147.034918,130.414092,127.51082,133.809691
Fbxl7,23.86735,35.845027,35.77668,34.780925
